record_id,doi,doi_split,hydrogel_name,hydrogel_format,polymer_backbone,monomers,monomer_ratios,crosslinker,crosslinker_concentration,synthesis_method,preparation_solvent,preparation_pH,preparation_temp_C,gelation_time,post_treatment,functional_groups,ligand_or_affinity_group,filler_or_composite,charge_class,responsive_type,swelling_ratio,water_content_pct,porosity_pct,pore_size_value,pore_size_unit,mesh_size,surface_area,particle_size,thickness,roughness,zeta_potential_mV,contact_angle_deg,young_modulus,degradation_or_stability,protein_name,protein_abbreviation,protein_species_or_source,protein_mw_kDa,protein_pI,protein_charge_at_pH,experiment_mode,pH,temperature_C,contact_time,contact_time_unit,buffer,salt_type,salt_concentration,hydrogel_dosage,solution_volume,flow_rate,detection_method,replicate_count,target_name,target_value,target_unit,target_direction,outcome_label,mechanism_tags,source_quality_score,extraction_confidence,article_title
PHA-b4c9e12a5a-003,10.1021/acsapm.2c01300,train,OsPEI@NaBr/GOx,layer-by-layer redox polyelectrolyte/enzyme electrode film,"[""branched polyethyleneimine""]","[""ethyleneimine""]",,[],,layer-by-layer alternating exposure to OsPEI solution containing sodium bromide and GOx solution,,,,,,"[""osmium bipyridine redox complex"",""amine groups""]","[""2,2'-bipyridine"",""pyridine aldehyde-derived osmium complex""]",[],cationic redox polyelectrolyte with bromide counterion/doping anion,"[""redox-active"",""ion-responsive assembly behavior"",""flexible film""]",,,,,,,,,,,,,,,glucose oxidase,GOx,Aspergillus niger,,,,QCM-D and PM-IRRAS analysis of layer-by-layer adsorption,7.0,,,,water for assembly; electrochemical testing used 50 mM HEPES + 100 mM NaCl with or without 100 mM glucose,NaBr,0.2 M during OsPEI adsorption step,,,,"[""QCM-D"",""PM-IRRAS"",""cyclic voltammetry""]",,surface_adsorption_ug_cm2,11.6,ug/cm2,context_dependent,GOx adsorbed mass after third bilayer,"[""hydrophobic ion pairing"",""flexible film"",""enhanced enzyme-mediator interaction"",""bromide-enhanced adsorption""]",3,0.95,Current Response Enhancement According to the Doping Anion's Nature in Redox Polyelectrolyte-Enzyme Assemblies
PHA-b4c9e12a5a-004,10.1021/acsapm.2c01300,train,OsPEI@NaCl/GOx,layer-by-layer redox polyelectrolyte/enzyme electrode film,"[""branched polyethyleneimine""]","[""ethyleneimine""]",,[],,layer-by-layer alternating exposure to OsPEI solution containing sodium chloride and GOx solution,,,,,,"[""osmium bipyridine redox complex"",""amine groups""]","[""2,2'-bipyridine"",""pyridine aldehyde-derived osmium complex""]",[],cationic redox polyelectrolyte with chloride counterion/doping anion,"[""redox-active"",""ion-responsive assembly behavior""]",,,,,,,,,,,,,,,glucose oxidase,GOx,Aspergillus niger,,,,QCM-D and PM-IRRAS analysis of layer-by-layer adsorption,7.0,,,,water for assembly,NaCl,0.2 M during OsPEI adsorption step,,,,"[""QCM-D"",""PM-IRRAS""]",,surface_adsorption_ug_cm2,0.94,ug/cm2,context_dependent,GOx adsorbed mass after first bilayer,"[""chloride-doped adsorption"",""layer-by-layer adsorption"",""lower hydrophobicity than bromide""]",3,0.95,Current Response Enhancement According to the Doping Anion's Nature in Redox Polyelectrolyte-Enzyme Assemblies
PHA-b4c9e12a5a-005,10.1021/acsapm.2c01300,train,OsPEI@NaCl/GOx,layer-by-layer redox polyelectrolyte/enzyme electrode film,"[""branched polyethyleneimine""]","[""ethyleneimine""]",,[],,layer-by-layer alternating exposure to OsPEI solution containing sodium chloride and GOx solution,,,,,,"[""osmium bipyridine redox complex"",""amine groups""]","[""2,2'-bipyridine"",""pyridine aldehyde-derived osmium complex""]",[],cationic redox polyelectrolyte with chloride counterion/doping anion,"[""redox-active"",""ion-responsive assembly behavior""]",,,,,,,,,,,,,,,glucose oxidase,GOx,Aspergillus niger,,,,QCM-D and PM-IRRAS analysis of layer-by-layer adsorption,7.0,,,,water for assembly,NaCl,0.2 M during OsPEI adsorption step,,,,"[""QCM-D"",""PM-IRRAS""]",,surface_adsorption_ug_cm2,1.195,ug/cm2,context_dependent,GOx adsorbed mass after second bilayer,"[""GOx desorption"",""net exchange process"",""lower hydrophobicity than bromide""]",3,0.95,Current Response Enhancement According to the Doping Anion's Nature in Redox Polyelectrolyte-Enzyme Assemblies
PHA-b4c9e12a5a-006,10.1021/acsapm.2c01300,train,OsPEI@NaCl/GOx,layer-by-layer redox polyelectrolyte/enzyme electrode film,"[""branched polyethyleneimine""]","[""ethyleneimine""]",,[],,layer-by-layer alternating exposure to OsPEI solution containing sodium chloride and GOx solution,,,,,,"[""osmium bipyridine redox complex"",""amine groups""]","[""2,2'-bipyridine"",""pyridine aldehyde-derived osmium complex""]",[],cationic redox polyelectrolyte with chloride counterion/doping anion,"[""redox-active"",""ion-responsive assembly behavior""]",,,,,,,,,,,,,,,glucose oxidase,GOx,Aspergillus niger,,,,QCM-D and PM-IRRAS analysis of layer-by-layer adsorption,7.0,,,,water for assembly; electrochemical testing used 50 mM HEPES + 100 mM NaCl with or without 100 mM glucose,NaCl,0.2 M during OsPEI adsorption step,,,,"[""QCM-D"",""PM-IRRAS"",""cyclic voltammetry""]",,surface_adsorption_ug_cm2,1.96,ug/cm2,context_dependent,GOx adsorbed mass after third bilayer,"[""chloride-doped adsorption"",""GOx desorption"",""lower film flexibility than bromide comparator""]",3,0.95,Current Response Enhancement According to the Doping Anion's Nature in Redox Polyelectrolyte-Enzyme Assemblies
PHA-f3173536de-001,10.1021/acsapm.5c00472,train,5 w/w % cross-linker PEO hydrogel,film,"[""poly(ethylene oxide)""]",[],,"[""pentaerythritol tetra-acrylate""]",,"PEO powders containing PETRA and BP physically mixed with lyophilized CA, melt pressed at 80 °C, then photoinitiated cross-linking for 5 min at 100 °C",,,,,,"[""acrylate""]",[],[],,[],,,,,,larger than 4 nm; described elsewhere as 3-4 times larger than enzyme diameter,,,,,,,,,carbonic anhydrase,CA,bovine; Sigma-Aldrich mixture of various isozymes,30,,,batch leaching/retention,7.4,,7 days,,0.04 M phosphate buffer,,,,known volumes; specific values not provided in context,,BCA assay at 562 nm,,binding_efficiency_pct,7.0,%,maximize,CA retained in 5 w/w % cross-linker hydrogel by day 7,"[""mesh-size exclusion"",""enzyme leaching"",""physical entrapment""]",3,0.95,Melt Manufacturing Route for Biocatalytic Thermoset Hydrogels
PHA-f3173536de-002,10.1021/acsapm.5c00472,train,10 w/w % cross-linker PEO hydrogel,film,"[""poly(ethylene oxide)""]",[],,"[""pentaerythritol tetra-acrylate""]",,"PEO powders containing PETRA and BP physically mixed with lyophilized CA, melt pressed at 80 °C, then photoinitiated cross-linking for 5 min at 100 °C",,,,,,"[""acrylate""]",[],[],,[],,,,,,approximately 5.5 nm by equilibrium swelling theory; larger than 4 nm,,,,,,,,,carbonic anhydrase,CA,bovine; Sigma-Aldrich mixture of various isozymes,30,,,batch leaching/retention,7.4,,7 days,,0.04 M phosphate buffer,,,,known volumes; specific values not provided in context,,BCA assay at 562 nm,,binding_efficiency_pct,21.0,%,maximize,CA retained in 10 w/w % cross-linker hydrogel by day 7,"[""mesh-size exclusion"",""enzyme leaching"",""physical entrapment""]",3,0.95,Melt Manufacturing Route for Biocatalytic Thermoset Hydrogels
PHA-f3173536de-004,10.1021/acsapm.5c00472,train,20 w/w % cross-linker PEO hydrogel,film,"[""poly(ethylene oxide)""]",[],,"[""pentaerythritol tetra-acrylate""]",,"PEO powders containing PETRA and BP physically mixed with lyophilized CA, melt pressed at 80 °C, then photoinitiated cross-linking for 5 min at 100 °C",,,,,,"[""acrylate""]",[],[],,[],,,,,,near Rh of CA according to stability discussion,,,,,,,,,carbonic anhydrase,CA,bovine; Sigma-Aldrich mixture of various isozymes,30,,,batch leaching/retention,7.4,,7 days,,0.04 M phosphate buffer,,,,known volumes; specific values not provided in context,,BCA assay at 562 nm,,binding_efficiency_pct,80.0,%,maximize,CA retained in 20 w/w % cross-linker hydrogel by day 7,"[""mesh-size exclusion"",""physical entrapment"",""reduced leaching""]",3,0.93,Melt Manufacturing Route for Biocatalytic Thermoset Hydrogels
PHA-5ad93734b0-001,10.1021/acsapm.5c02601,validation,interconnected porous molecularly imprinted polyampholyte hydrogels,interconnected porous hydrogel,"[""polyacrylamide-based polyampholyte network""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid"",""[2-(methacryloyloxy)ethyl]trimethylammonium chloride""]",,"[""N,N'-methylenebis(acrylamide)""]",,"one-step free radical polymerization using oil-in-water high internal phase emulsion template with Tween 20 and N20 stabilizers, UV irradiation, and template elution with SDS/HAc",,,,,,"[""amide"",""sulfonic acid/sulfonate"",""quaternary ammonium""]",[],"[""hydrophilic silica nanoparticles N20""]",polyampholyte,[],,,,,,,,,,,,,,,Lysozyme,Lyz,,,,positive at pH 7.0,batch adsorption isotherm,,,0.75 h,,,,,,,,,,q_norm_mg_g,242.4,mg/g,maximize,high-capacity lysozyme adsorption by IPMIPs,"[""molecular imprinting"",""monolayer adsorption"",""electrostatic interaction"",""hydrogen bonding"",""interconnected porous mass transfer""]",3,0.95,One-Step Synthesis of Interconnected Porous Molecularly Imprinted Polyampholyte Hydrogels via High Internal Phase Emulsions for Rapid and Selective Lysozyme Separation
PHA-5ad93734b0-002,10.1021/acsapm.5c02601,validation,interconnected porous nonimprinted polyampholyte hydrogels,interconnected porous hydrogel,"[""polyacrylamide-based polyampholyte network""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid"",""[2-(methacryloyloxy)ethyl]trimethylammonium chloride""]",,"[""N,N'-methylenebis(acrylamide)""]",,same as IPMIPs except lysozyme was omitted during polymerization; same SDS/HAc and DI water washing,,,,,,"[""amide"",""sulfonic acid/sulfonate"",""quaternary ammonium""]",[],"[""hydrophilic silica nanoparticles N20""]",polyampholyte,[],,,,,,,,,,,,,,,Lysozyme,Lyz,,,,positive at pH 7.0,batch adsorption isotherm control,,,,,,,,,,,,,q_norm_mg_g,80.1,mg/g,maximize,lower lysozyme adsorption by nonimprinted control,"[""non-specific adsorption"",""absence of imprinted cavities""]",3,0.95,One-Step Synthesis of Interconnected Porous Molecularly Imprinted Polyampholyte Hydrogels via High Internal Phase Emulsions for Rapid and Selective Lysozyme Separation
PHA-5ad93734b0-003,10.1021/acsapm.5c02601,validation,interconnected porous molecularly imprinted polyampholyte hydrogels,interconnected porous hydrogel,"[""polyacrylamide-based polyampholyte network""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid"",""[2-(methacryloyloxy)ethyl]trimethylammonium chloride""]",,"[""N,N'-methylenebis(acrylamide)""]",,HIPE-templated one-step free radical polymerization,,,,,,"[""amide"",""sulfonic acid/sulfonate"",""quaternary ammonium""]",[],"[""hydrophilic silica nanoparticles N20""]",polyampholyte,[],,,,,,,,,,,,,,,Lysozyme,Lyz,,,,,batch adsorption kinetics,,,45 min equilibrium,,,,,,,,,,initial adsorption rate v0,7.83,mg g-1 min-1,context_dependent,rapid lysozyme adsorption kinetics,"[""physical adsorption"",""electrostatic interaction"",""hydrogen bonding"",""imprinted cavities"",""diffusion into deeper binding sites""]",3,0.95,One-Step Synthesis of Interconnected Porous Molecularly Imprinted Polyampholyte Hydrogels via High Internal Phase Emulsions for Rapid and Selective Lysozyme Separation
PHA-5ad93734b0-004,10.1021/acsapm.5c02601,validation,interconnected porous nonimprinted polyampholyte hydrogels,interconnected porous hydrogel,"[""polyacrylamide-based polyampholyte network""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid"",""[2-(methacryloyloxy)ethyl]trimethylammonium chloride""]",,"[""N,N'-methylenebis(acrylamide)""]",,HIPE-templated one-step free radical polymerization without lysozyme template,,,,,,"[""amide"",""sulfonic acid/sulfonate"",""quaternary ammonium""]",[],"[""hydrophilic silica nanoparticles N20""]",polyampholyte,[],,,,,,,,,,,,,,,Lysozyme,Lyz,,,,,batch adsorption kinetics control,,,,,,,,,,,,,initial adsorption rate v0,7.03,mg g-1 min-1,context_dependent,slower lysozyme adsorption by nonimprinted control,"[""non-specific adsorption"",""absence of imprinted cavities""]",3,0.95,One-Step Synthesis of Interconnected Porous Molecularly Imprinted Polyampholyte Hydrogels via High Internal Phase Emulsions for Rapid and Selective Lysozyme Separation
PHA-5ad93734b0-011,10.1021/acsapm.5c02601,validation,interconnected porous molecularly imprinted polyampholyte hydrogels,interconnected porous hydrogel,"[""polyacrylamide-based polyampholyte network""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid"",""[2-(methacryloyloxy)ethyl]trimethylammonium chloride""]",,"[""N,N'-methylenebis(acrylamide)""]",,HIPE-templated one-step free radical polymerization,,,,,,"[""amide"",""sulfonic acid/sulfonate"",""quaternary ammonium""]",[],"[""hydrophilic silica nanoparticles N20""]",polyampholyte,[],,,,,,,,,,,,,,,Lysozyme,Lyz,,,,,adsorption-desorption regeneration cycles,,,,,,,,,,,,,retained_capacity_pct,87.4,%,maximize,regeneration performance after five cycles,"[""regeneration"",""template elution"",""cavity stability""]",2,0.95,One-Step Synthesis of Interconnected Porous Molecularly Imprinted Polyampholyte Hydrogels via High Internal Phase Emulsions for Rapid and Selective Lysozyme Separation
PHA-c2ea1c4b47-001,10.1021/acsapm.5c04803,train,Control-Lens,contact lens,"[""pHEMA""]","[""2-hydroxyethyl methacrylate""]",,"[""triethylene glycol dimethacrylate""]",,thermal polymerization at 90 °C for 2 h in contact lens mold,,,,,,[],[],[],neutral,[],,,,,,,,,,,,,,,bovine serum albumin,BSA,bovine,,,,batch incubation of single lens in protein solution,7.4,37,1 h,,PBS,,,single lens,,,Micro BCA Protein Assay; absorbance at 562 nm by UV-vis spectrophotometer,,surface_adsorption_ug_cm2,1.86,ug/cm2,context_dependent,BSA adsorption on Control-Lens,"[""control surface"",""pHEMA hydrogel""]",3,,Room-Temperature UV-Induced Self-Healing Hydrogels with Antifouling and Antiscratch Surfaces for Soft Contact Lenses
PHA-c2ea1c4b47-002,10.1021/acsapm.5c04803,train,1%DS-0.50 M MPC-Lens,contact lens,"[""pHEMA"",""pMPC surface layer""]","[""2-hydroxyethyl methacrylate"",""2-methacryloyloxyethyl phosphorylcholine""]",,"[""DS-Cross-linker""]",,thermal polymerization of 1% DS-cross-linked pHEMA lens followed by UV-induced MPC grafting at 365 nm,,,,,,"[""disulfide"",""phosphorylcholine"",""zwitterionic groups""]","[""phosphorylcholine""]",[],zwitterionic surface,"[""UV-responsive disulfide exchange"",""self-healing""]",,,,,,,,,,,,,,,bovine serum albumin,BSA,bovine,,,,batch incubation of single lens in protein solution,7.4,37,1 h,,PBS,,,single lens,,,Micro BCA Protein Assay; absorbance at 562 nm by UV-vis spectrophotometer,,surface_adsorption_ug_cm2,0.79,ug/cm2,context_dependent,BSA adsorption on pMPC-coated self-healing lens,"[""zwitterionic hydration layer"",""phosphorylcholine antifouling"",""reduced electrostatic interaction"",""nonspecific adsorption suppression""]",3,,Room-Temperature UV-Induced Self-Healing Hydrogels with Antifouling and Antiscratch Surfaces for Soft Contact Lenses
PHA-c2ea1c4b47-003,10.1021/acsapm.5c04803,train,Control-Lens,contact lens,"[""pHEMA""]","[""2-hydroxyethyl methacrylate""]",,"[""triethylene glycol dimethacrylate""]",,thermal polymerization at 90 °C for 2 h in contact lens mold,,,,,,[],[],[],neutral,[],,,,,,,,,,,,,,,lysozyme,,,,,,batch incubation of single lens in protein solution,7.4,37,1 h,,PBS,,,single lens,,,Micro BCA Protein Assay; absorbance at 562 nm by UV-vis spectrophotometer,,surface_adsorption_ug_cm2,0.86,ug/cm2,context_dependent,Lysozyme adsorption on Control-Lens,"[""control surface"",""pHEMA hydrogel""]",3,,Room-Temperature UV-Induced Self-Healing Hydrogels with Antifouling and Antiscratch Surfaces for Soft Contact Lenses
PHA-c2ea1c4b47-004,10.1021/acsapm.5c04803,train,1%DS-0.50 M MPC-Lens,contact lens,"[""pHEMA"",""pMPC surface layer""]","[""2-hydroxyethyl methacrylate"",""2-methacryloyloxyethyl phosphorylcholine""]",,"[""DS-Cross-linker""]",,thermal polymerization of 1% DS-cross-linked pHEMA lens followed by UV-induced MPC grafting at 365 nm,,,,,,"[""disulfide"",""phosphorylcholine"",""zwitterionic groups""]","[""phosphorylcholine""]",[],zwitterionic surface,"[""UV-responsive disulfide exchange"",""self-healing""]",,,,,,,,,,,,,,,lysozyme,,,,,,batch incubation of single lens in protein solution,7.4,37,1 h,,PBS,,,single lens,,,Micro BCA Protein Assay; absorbance at 562 nm by UV-vis spectrophotometer,,surface_adsorption_ug_cm2,0.5,ug/cm2,context_dependent,Lysozyme adsorption on pMPC-coated self-healing lens,"[""zwitterionic hydration layer"",""phosphorylcholine antifouling"",""reduced electrostatic interaction"",""nonspecific adsorption suppression""]",3,,Room-Temperature UV-Induced Self-Healing Hydrogels with Antifouling and Antiscratch Surfaces for Soft Contact Lenses
PHA-8d779502a5-001,10.1021/acsapm.8b00207,validation,poly(N-isopropylacrylamide-co-glycosyloxyethyl methacrylate) microgel film,microgel-coated SPR sensor surface,"[""poly(N-isopropylacrylamide-co-glycosyloxyethyl methacrylate)""]","[""N-isopropylacrylamide"",""glycosyloxyethyl methacrylate""]",,"[""N,N′-methylenebisacrylamide""]",,free radical precipitation polymerization,,,,,,"[""pendent glycosyl groups""]","[""GEMA glycosyl group""]","[""Au-coated SPR surface""]",,"[""thermoresponsive"",""glucose responsive"",""ConA responsive""]",,,,,,,,dry diameter 511 ± 9.6 nm; hydrodynamic diameter decreased by ∼1 μm from 25 to 60 °C,,,,,,,Concanavalin A,ConA,,,,,SPR flow exposure at fixed angle,7.5,,10 min,,Tris-HCl buffer,,,,,,surface plasmon resonance,,reflected light intensity change,295.0,μW,context_dependent,ConA binding-induced SPR response,"[""lectin-glycosyl binding"",""multivalent crosslinking"",""microgel contraction"",""refractive index change""]",3,0.95,Stimuli-Responsive Microgel-Based Surface Plasmon Resonance Transducer for Glucose Detection Using a Competitive Assay with Concanavalin A
PHA-8d779502a5-003,10.1021/acsapm.8b00207,validation,regenerated p(NIPAm-co-GEMA) microgel film,microgel-coated SPR sensor surface,"[""poly(N-isopropylacrylamide-co-glycosyloxyethyl methacrylate)""]","[""N-isopropylacrylamide"",""glycosyloxyethyl methacrylate""]",,"[""N,N′-methylenebisacrylamide""]",,free radical precipitation polymerization,,,,,,"[""pendent glycosyl groups""]","[""GEMA glycosyl group""]","[""Au-coated SPR surface""]",,"[""thermoresponsive"",""glucose responsive""]",,,,,,,,dry diameter 511 ± 9.6 nm,,,,,,,bovine serum albumin,BSA,bovine,,,,SPR flow exposure at fixed angle,7.5,,,,Tris-HCl buffer,,,,,,surface plasmon resonance,,reflected light intensity change,2.0,μW,context_dependent,minimal BSA nonspecific response,"[""nonspecific adsorption resistance"",""negative control""]",3,0.95,Stimuli-Responsive Microgel-Based Surface Plasmon Resonance Transducer for Glucose Detection Using a Competitive Assay with Concanavalin A
