id,doi,field_name,field_value_json,why_special,evidence_text,suggested_table
4089,10.1002/adbi.202000081,thermoresponsive_harvesting_mechanism,"""Temperature shift below PVCL VPTT plus controlled shear stress enables enzyme-free detachment of interconnected tissues.""",Protein adsorption/desorption is embedded in a tissue-harvesting mechanism rather than measured as a standalone adsorption assay.,From numerous harvesting experiments we could point out two main factors that contribute to the enzyme-free harvesting process in the HFMB system: 1) change in physiochemical property and size of the microgels and 2) shear stress.,biointerface_response
4090,10.1002/adbi.202000081,microgel_layer_thickness,"""80 ± 5 nm""",The microgel coating thickness is linked to the collapsed microgel hydrodynamic radius and surface monolayer formation.,"The obtained layer thickness of ≈80 ± 5 nm correlates well with the hydrodynamic radius of the microgels in the collapsed state, showing that a monolayer of microgels was formed on the membrane surface.",hydrogel_properties
4091,10.1002/adbi.202000081,PVCL_microgel_hydrodynamic_radius,"""approximately 200 nm at 25 °C and approximately 80 nm at 37 °C""",Particle size changes define the thermoresponsive state relevant to protein adhesion/desorption.,"The synthesized PVCL microgels had a hydrodynamic radius of ≈200 nm at 25 °C and ≈80 nm at 37 °C, measured with dynamic light scattering (DLS).",hydrogel_properties
4092,10.1002/adbi.202000081,PVCL_volume_phase_transition_temperature,"""around 32 °C""",The VPTT is the key condition threshold for switching protein adhesion and enabling detachment.,The volume phase transition temperature (VPTT) of this microgel sample was around 32 °C as estimated by the differentiation of the Rh = f(T) function.,experiment
4093,10.1002/pola.10554,non-protein release_probe_adsorption,"""ANS-Na absorbed into membranes and released into distilled water; absorbed ANS values reported for M10, M7.5, M5, and SPU.""","Quantitative adsorption-like uptake data exist, but the target is a small fluorescent molecule rather than a protein.",Table 5 reports 'Amount of Absorbed ANS-Na in the Polymer Membranes and Diffusion Coefficient (D) of ANS-Na'.,small_molecule_release_or_uptake
4094,10.1002/pola.10554,biointerface_cell_adhesion_without_protein_adsorption_values,"""Fibroblast adhesion was significantly decreased on the IPN membrane compared with SPU.""",The study supports nonbiofouling behavior through cell adhesion rather than direct protein adsorption measurements.,"Figure 4 shows the number of fibroblast cells that adhered to the SPU and IPN membranes. Many cells adhered to the SPU membrane. However, fibroblast cell adhesion was significantly decreased on the IPN membrane.",cell_adhesion_biointerface_response
4095,10.1016/j.actbio.2020.03.002,functional_group_design_rule,"""COOH groups in hydrogel matrix constituents support efficient antibody-mediated immobilization.""",Paper frames hydrogel design around antibody glycan-matrix hydrogen bonding rather than conventional adsorption capacity.,Evidence presented in this study supports the incorporation of COOH groups in the matrix constituents for efficient immobilization of pathogens.,mechanism_summary
4096,10.1016/j.actbio.2020.03.002,IgM_sialylation_multivalency,"""IgM has 31 glycan sites that are 80% sialylated, while 20 sites are high-mannose type.""",Explains why IgM can trap in agarose whereas IgG cannot.,Each IgM has 31 glycan sites that are 80% sialylated (the remaining 20 sites are strictly high-mannose type).,protein_glycosylation_features
4097,10.1016/j.actbio.2020.03.002,IgG_sialylation_low_fraction,"""Sialylated IgG represents only 10-20% of total IgG population.""",Used by authors to explain lack of IgG-mediated trapping in agarose.,Sialylated IgG represents only a small fraction (10–20%) of the total IgG population.,protein_glycosylation_features
4098,10.1016/j.actbio.2020.03.002,salt_disruption,"""Additional 50 mM NaCl largely eliminated IgG- and IgM-mediated trapping in alginate, increasing Deff ~50-fold.""",Supports electrostatic-type contribution to antibody-matrix interactions.,"Introducing an additional 50 mM NaCl also largely eliminated the ability of IgG and IgM to immobilize PEG nanoparticles in alginate, with the 〈Deff〉 increased ~50-fold.",condition_perturbation
4099,10.1016/j.actbio.2020.03.002,hydrogel_rheology_not_explanatory,"""Agarose elastic modulus ~40 Pa at 1 Hz; alginate >2x at ~100 Pa; Matrigel and laminin ~3 Pa.""",Authors argue trapping differences are not explained by bulk viscoelasticity.,"Our preparation of agarose had an elastic modulus of ~40 Pa (frequency 1 Hz), whereas alginate's was over twice that at ~100 Pa.",hydrogel_properties
4100,10.1016/j.procbio.2023.01.002,microsphere_morphology,"""rough spherical surface; approximately 500 µm diameter""",Particle size is reported for the final protein-loaded hydrogel composite.,SEM characterization reported rough spherical hydrogel microspheres with diameter approximately 500 µm.,hydrogel_properties
4101,10.1016/j.procbio.2023.01.002,hydrogel_water_loss,"""85.02% weight loss from 0 to 100 ℃ for microspheres""",Indicates high water content/water absorption but is not a swelling ratio.,TG analysis assigned 85.02% weight loss to water evaporation and combustion of co-immobilized bienzymes.,hydrogel_properties
4102,10.1016/j.procbio.2023.01.002,ligand_fishing_controls,"""MWCNT, m-MWCNT-PAMAM, and sodium alginate hydrogel were used as control materials""",Controls address nonspecific small-molecule ligand capture rather than protein immobilization.,Control materials did not show the same peak disappearance seen with MWCNT/SA-bienzymes.,mechanism
4103,10.1016/j.procbio.2023.01.002,screened_small_molecule,"""ellagic acid""","The hydrogel-protein material was used to fish a small-molecule inhibitor, which is outside protein adsorption records.",The target compound was obtained by HSCCC and identified as ellagic acid by NMR.,small_molecule_ligand_screening
4104,10.1016/j.procbio.2023.01.002,docking_binding_energy,"{""lipase"": ""-6.87 kcal/mol"", ""α-amylase"": ""-8.54 kcal/mol""}","Molecular docking supports ligand-enzyme interaction, not protein-hydrogel adsorption.",Docking gave binding energies of -8.54 kcal/mol for α-amylase and -6.87 kcal/mol for lipase.,mechanism
4105,10.1016/j.jenvman.2021.112918,hydrogel_additive_is_not_standalone_adsorbent_in_BSA_test,true,The hydrogel is embedded as a membrane additive; BSA outcomes are antifouling/rejection metrics rather than standalone hydrogel adsorption capacity.,CS-APSGO nanocomposite hydrogel was synthesized and utilized as a hydrophilic additive in different dosages in fabrication of porous PES membranes.,article_level_notes
4106,10.1016/j.jenvman.2021.112918,best_antifouling_membrane,"""PES/PVP 1 wt% + CS-APSGO 1 wt%; FRR 96.6 ± 1.8%""",Identifies the optimum protein-fouling formulation.,"In the case of membrane with the best antifouling property, i.e. PES/CS-APSGO 1 wt% +PVP 1 wt%, 96.6% FRR value was achieved.",protein_fouling_summary
4107,10.1016/j.jenvman.2021.112918,reported_BSA_rejection_range,"""CS-APSGO/PES blended membranes rejected BSA protein more than 97%; 1 wt% membrane BSA rejection more than 98%""",BSA rejection is reported as threshold values rather than exact table values in the supplied context.,All the CS-APSGO/PES blended membranes in compared to pure PES membranes indicated more BSA rejection and rejected the BSA protein more than 97%.,protein_rejection_qualitative
4108,10.1002/1097-4636(20001215)52:4<701::AID-JBM15>3.3.CO;2-Y,permeation_coefficient_1_4_di_2_hydroxyethoxy_benzene,"""1.11 × 10−7 cm−2 s−1""","Transport/permeation property of the IPN membrane, not a protein adsorption metric.","The permeation coefficient of 1,4-di(2-hydroxyethoxy)benzene through the IPN membrane was 1.11 × 10−7cm−2s−1.",membrane_transport_properties
4109,10.1002/1097-4636(20001215)52:4<701::AID-JBM15>3.3.CO;2-Y,reversible_swelling_water_ethanol,"""completely reversible swelling ratio with no network disintegration""",Solvent-responsive swelling stability is reported but no numeric swelling ratio is supplied.,"When the IPN was alternately soaked in water and ethanol, the swelling ratio was found to be completely reversible and no disintegration of the network structure was observed.",hydrogel_swelling_properties
4110,10.1002/1097-4636(20001215)52:4<701::AID-JBM15>3.3.CO;2-Y,surface_MPC_exposure,"""MPC units exposed on IPN surface by XPS""",Surface chemical characterization supports the proposed antifouling behavior.,An X-ray photoelectron spectrum analysis revealed that the MPC units were exposed on the IPN surface.,surface_characterization
4111,10.1002/jssc.200900320,overall_axial_dispersion_model,"""Model accounts for overall axial dispersion, in-pore mass transfer, protein adsorption, and breakthrough in monolithic cryogel beds.""",The paper is primarily a modeling paper rather than a direct new adsorption material study.,A model considering the overall axial dispersion for describing protein adsorption and breakthrough in monolithic cryogel beds has been developed.,modeling_parameters
4112,10.1002/jssc.200900320,cryogel_microstructure_assumption,"""Tortuous capillaries with normal diameter distribution and constant pore wall thickness.""",Paper-specific structural assumption used to model cryogel adsorption and breakthrough.,The microstructure of cryogels was characterized by tortuous capillaries with a normal diameter distribution but a constant pore wall thickness.,hydrogel_structure_model
4113,10.1002/jssc.200900320,effective_capillary_diameter_validation,"""Effective capillary diameters used in the model were close to actual pore sizes observed by SEM.""","Links model parameters to observed cryogel pore structure, but no numeric values are supplied.",The effective capillary diameters employed in the model are close to the actual pore sizes observed from the images by SEM.,model_validation
4114,10.1016/j.jchromb.2006.12.035,magnetic_nanogel_particle_size_before_after_immobilization,"""38 nm before CT immobilization by PCS; 68 nm after CT immobilization by PCS""",Protein immobilization changed hydrodynamic particle size and may affect interpretation of binding capacity and aggregation.,The immobilized enzyme was measured to be 68nm while the carrier for immobilization was only 38nm.,hydrogel_properties
4115,10.1016/j.jchromb.2006.12.035,preferred_binding_capacity_method,"""BCA protein assay preferred over TG analysis""",Two binding capacity values were reported for the same system with a stated 20% method difference.,We usually preferred to the binding capacity determined by BCA protein assay while the result from TG analysis just as reference.,outcome
4116,10.1016/j.jchromb.2006.12.035,activity_retention_after_immobilization,"""0.77 U/(mg min), 82.7% of free CT""",Bioactivity retention is a functional outcome alongside binding capacity.,"Specific activity of the immobilized CT was calculated to be 0.77U/(mgmin), 82.7% as that of the free form.",biointerface_response
4117,10.1016/j.jchromb.2006.12.035,high_magnetic_content,"""Fe3O4 magnetic content higher than 90%; saturation magnetization 59.6 emu/g after immobilization""",Magnetic recovery is central to the carrier design and may influence separability after protein immobilization.,The high magnetic content of Fe3O4 (as high as 90%) and strong saturation magnetization (59.6emu/g) allowed the rapid isolation of immobilized enzyme by applied magnetic field.,hydrogel_properties
4118,10.1016/j.ibiod.2016.07.015,field_fouling_initialization,"{""control_S0"": ""9th Day"", ""hydrogel_alone_S3"": ""30th Day"", ""hydrogel_with_0.002pct_nano_CuO_S1"": ""<90th Day"", ""hydrogel_with_0.004pct_nano_CuO_S2"": ""90th Day""}","The paper combines protein rejection with marine field antifouling performance, but the field outcome is organism biofouling rather than direct protein adsorption.","Table 2 reports fouling initialized at 9th day for control S0, <90th day for hydrogel with 0.002% nano CuO S1, 90th day for hydrogel with 0.004% nano CuO S2, and 30th day for hydrogel alone S3.",field_antifouling_outcomes
4119,10.1016/j.ibiod.2016.07.015,protein_FTIR_marker_peaks,"[""3300 cm-1 NH stretch amide"", ""1653 cm-1 CO stretch"", ""1539 cm-1 NH bend and NC stretch amide II"", ""1244 cm-1 CN stretch and NH bend amide III""]",Protein adsorption was inferred qualitatively from presence or absence of protein FTIR peaks rather than quantified adsorption.,"The major FTIR peaks appeared for the above proteins are at 3300,1653, 1539 and 1244 cm−1 respectively for NH str (amide), CO str, NH bend & NC str (amide II) and CN str & NH bend (amide III).",protein_detection_markers
