id,doi,name,role,context,pubchem_query,needs_manual_normalization,enrichment_json
10706,10.1016/j.carbpol.2022.119136,Coomassie Brilliant Blue G-250,Bradford assay dye reagent,Protein adsorption measured by Bradford assay using dye reagent of Coomassie Brilliant Blue G-250.,Coomassie Brilliant Blue G-250,0,
10707,10.1016/j.carbpol.2022.119136,"1,2-dichloroethane",oil droplet for underwater contact angle,"Static underwater contact angles were measured using a 5 μL 1,2-dichloroethane droplet.","1,2-dichloroethane",0,
10708,10.1016/j.carbpol.2022.119136,seawater,protein adsorption matrix and washing medium,CH pieces were immersed in BSA solution with sea water.,seawater,1,
10709,10.1016/S0142-9612(03)00441-1,2-methacryloyloxyethyl phosphorylcholine,monomer,PMPC hydrogel was prepared using MPC.,2-methacryloyloxyethyl phosphorylcholine,0,
10710,10.1016/S0142-9612(03)00441-1,poly(2-methacryloyloxyethyl phosphorylcholine),polymer backbone,PMPC hydrogel was degraded in H2O2 aqueous solution.,poly(2-methacryloyloxyethyl phosphorylcholine),1,
10711,10.1016/S0142-9612(03)00441-1,triethylene glycol dimethacrylate,crosslinker,TEGDMA was used at 0.1 mol% to the monomer in PMPC hydrogel preparation.,triethylene glycol dimethacrylate,0,
10712,10.1016/S0142-9612(03)00441-1,ammonium peroxodisulfate,initiator,APS aqueous solution was used as an initiator for PMPC hydrogel preparation.,ammonium persulfate,0,
10713,10.1016/S0142-9612(03)00441-1,"N,N,N',N'-tetramethylethylenediamine",catalyst,TMEDA was added during PMPC hydrogel preparation.,"N,N,N',N'-tetramethylethylenediamine",0,
10714,10.1016/S0142-9612(03)00441-1,hydrogen peroxide,stimulus/degradation reagent,PMPC hydrogel was maintained under H2O2 concentrations from 97.4 to 974 mmol/l.,hydrogen peroxide,0,
10715,10.1016/S0142-9612(03)00441-1,lipid microsphere,insulin model cargo,LM was used as an insulin model to estimate release from degraded PMPC hydrogel.,Intralipid lipid microsphere,1,
10716,10.1016/j.cclet.2010.06.005,N-acryloyl-3-aminophenylboronic acid,functional monomer,Synthesized from APBA and acryloyl chloride; copolymerized with acrylamide to introduce phenylboronic acid moieties.,N-acryloyl-3-aminophenylboronic acid,1,
10717,10.1016/j.cclet.2010.06.005,3-aminophenylboronic acid,precursor to AAPBA,Reacted with acryloyl chloride to synthesize AAPBA; discussed as interacting with proteins via moderate hydrogen bonds and hydrophobic interactions.,3-aminophenylboronic acid,0,
10718,10.1016/j.cclet.2010.06.005,acryloyl chloride,reagent for AAPBA synthesis,Used to synthesize AAPBA from APBA.,acryloyl chloride,0,
10719,10.1016/j.cclet.2010.06.005,acrylamide,main hydrogel monomer,54 mg AAm used in 1 mL phosphate buffer prepolymerization mixture.,acrylamide,0,
10720,10.1016/j.cclet.2010.06.005,"N,N'-methylene-bisacrylamide",crosslinker,6 mg MBA used in the hydrogel recipe.,"N,N'-methylenebisacrylamide",0,
10721,10.1016/j.cclet.2010.06.005,ammonium persulfate,polymerization initiator,10 uL of 10% w/v ammonium persulfate added before overnight polymerization.,ammonium persulfate,0,
10722,10.1016/j.cclet.2010.06.005,"N,N,N',N'-tetramethylethyldiamine",polymerization accelerator,10 uL of 5% v/v TEMED added before overnight polymerization.,"N,N,N',N'-tetramethylethylenediamine",1,
10723,10.1016/j.cclet.2010.06.005,acetic acid,template removal wash component,10% v/v acetic acid solution used with SDS to remove embedded templates.,acetic acid,0,
10724,10.1016/j.cclet.2010.06.005,sodium dodecyl sulfate,template removal wash component,10% w/v SDS used with acetic acid to remove embedded protein templates.,sodium dodecyl sulfate,0,
10725,10.1016/j.cclet.2010.06.005,phosphate buffer,polymerization and rebinding buffer,0.02 mol/L phosphate buffer at pH 7.0 for synthesis and pH 6.8 for rebinding.,phosphate buffer,1,
10726,10.1016/j.polymer.2019.121598,hyaluronic acid sodium salt,hydrogel polymer backbone,Used to synthesize tyramine-modified hyaluronic acid hydrogels.,hyaluronic acid sodium salt,0,
10727,10.1016/j.polymer.2019.121598,gelatin,hydrogel polymer backbone,Porcine skin Type A gelatin was modified with tyramine and used as a hydrogel component.,gelatin,1,
10728,10.1016/j.polymer.2019.121598,tyramine hydrochloride,functionalization reagent,Grafted to HA and gelatin to provide phenol groups for enzymatic crosslinking.,tyramine hydrochloride,0,
10729,10.1016/j.polymer.2019.121598,horseradish peroxidase,enzymatic crosslinking catalyst,Used with H2O2 to oxidize tyramine phenol groups and crosslink hydrogels.,horseradish peroxidase,1,
10730,10.1016/j.polymer.2019.121598,hydrogen peroxide,crosslinking oxidant,Used with HRP for tyramine-mediated hydrogel crosslinking.,hydrogen peroxide,0,
10731,10.1016/j.polymer.2019.121598,EDC,coupling reagent,Used with NHS for tyramine conjugation to HA and gelatin.,1-ethyl-3-(3-dimethylaminopropyl)carbodiimide,0,
10732,10.1016/j.polymer.2019.121598,N-hydroxysuccinimide,coupling reagent,Used with EDC for tyramine conjugation to HA and gelatin.,N-hydroxysuccinimide,0,
10733,10.1016/j.chroma.2012.11.036,methacrylic acid,backbone monomer,Cryogel backbone was synthesized using MAA.,methacrylic acid,0,
10734,10.1016/j.chroma.2012.11.036,poly(ethylene glycol) diacrylate,crosslinker,Used as highly soluble cross-linking agent for cryogel stability.,poly(ethylene glycol) diacrylate,1,
10735,10.1016/j.chroma.2012.11.036,ethylene glycol dimethacrylate,reagent / possible crosslinker,Listed among chemicals and reagents.,ethylene glycol dimethacrylate,0,
10736,10.1016/j.chroma.2012.11.036,glycidyl methacrylate,grafting monomer,Employed as monomer for grafting; vinyl groups allow chain elongation and epoxide groups allow functionalization.,glycidyl methacrylate,0,
10737,10.1016/j.chroma.2012.11.036,iminodiacetic acid,metal-chelating ligand,Incorporated into MP-EP by nucleophilic addition to pendant epoxide groups.,iminodiacetic acid,0,
10738,10.1016/j.chroma.2012.11.036,nitrilotriacetic acid,alternative chelating ligand,Introduction of NTA failed to retain metal ions under similar conditions.,nitrilotriacetic acid,0,
10739,10.1016/j.chroma.2012.11.036,Cu(II),immobilized metal ion,Used to convey IMAC functionality to the cryogel; quantified for ligand density.,copper(II),0,
10740,10.1016/j.chroma.2012.11.036,Ni(II),alternative metal ion,Comparable observations were made when Cu(II) ions were replaced by Ni(II) ions.,nickel(II),0,
10741,10.1016/j.chroma.2012.11.036,imidazole,binding buffer additive and competitive eluent,0.02 M imidazole used in loading buffer; 0.2 M imidazole used for elution.,imidazole,0,
10742,10.1016/j.chroma.2012.11.036,sodium chloride,buffer salt,0.2 M sodium chloride present in phosphate mobile phases.,sodium chloride,0,
10743,10.1016/j.chroma.2012.11.036,ammonium persulfate,initiator reagent,Listed among chemicals and reagents.,ammonium persulfate,0,
10744,10.1016/j.chroma.2012.11.036,"N,N,N',N'-tetramethylethylenediamine",polymerization reagent,Listed among chemicals and reagents.,"N,N,N',N'-tetramethylethylenediamine",0,
10745,10.1016/j.chroma.2012.11.036,ceric ammonium nitrate,graft polymerization initiator,Listed among chemicals and reagents; initiator concentration controlled grafting density.,ceric ammonium nitrate,0,
10746,10.1016/j.chroma.2012.11.036,EDTA,Cu(II) desorption / quantification reagent,Bound copper ions were released using 0.1 M EDTA solution.,ethylenediaminetetraacetic acid,0,
10747,10.1016/j.chroma.2007.12.084,methacrylic acid,functional monomer,Used as acidic functional monomer in poly(MAA-PEGDA) cryogel; MAA/PEGDA = 1/9 molar ratio.,methacrylic acid,0,
10748,10.1016/j.chroma.2007.12.084,polyethylene glycol diacrylate,crosslinker,PEGDA number average molecular weight 575 used as crosslinker for highly crosslinked cryogel.,polyethylene glycol diacrylate,1,
10749,10.1016/j.chroma.2007.12.084,ammonium persulfate,initiator,APS dissolved in monomer solution for cryogel polymerization; also used for nanoparticle synthesis.,ammonium persulfate,0,
10750,10.1016/j.chroma.2007.12.084,"N,N,N',N'-tetramethylethylenediamine",polymerization accelerator,TEMED dissolved in monomer solution for cryogel preparation.,"N,N,N',N'-tetramethylethylenediamine",0,
10751,10.1016/j.chroma.2007.12.084,sodium phosphate,buffer,"10 mM sodium phosphate buffer, pH 7.0, used as loading solution.",sodium phosphate,1,
10752,10.1016/j.chroma.2007.12.084,sodium chloride,elution salt,"10 mM sodium phosphate buffer containing 1 M NaCl, pH 7.0, used as elution solution.",sodium chloride,0,
10753,10.1016/j.chroma.2007.12.084,N-isopropylacrylamide,nanoparticle monomer,NIPAM used to prepare poly(NIPAM-DMAPMA) nanoparticles and was hardly retained on the cryogel.,N-isopropylacrylamide,0,
10754,10.1016/j.chroma.2007.12.084,3-(dimethylamino) propyl methacrylamide,basic nanoparticle comonomer,DMAPMA used in poly(NIPAM-DMAPMA) nanoparticles; as a basic monomer it was hardly retained on cryogel.,3-(dimethylamino)propyl methacrylamide,1,
10755,10.1016/j.chroma.2007.12.084,"N,N'-methylene bis-acrylamide",nanoparticle crosslinker; comparator cryogel crosslinker in introduction,MBAAm used in nanoparticle synthesis and discussed as common crosslinker for polyAAm-based cryogels.,"N,N'-methylene bisacrylamide",0,
10756,10.1016/j.chroma.2007.12.084,poly(NIPAM-DMAPMA) nanoparticles,non-protein cationic particle analyte,Separated on poly(MAA-PEGDA) cryogel; dynamic binding capacity reported as 33.4 ug/mL column volume.,poly(N-isopropylacrylamide-co-3-(dimethylamino)propyl methacrylamide),1,
10757,10.1016/j.jece.2025.116265,poly(vinyl alcohol),hydrogel polymer backbone,Hydrogel matrix consisted of poly(vinyl alcohol) type 1799 with tannic acid and N-isopropylacrylamide.,polyvinyl alcohol,0,
10758,10.1016/j.jece.2025.116265,tannic acid,hydrogel component,0.5 g tannic acid was dissolved with PVA and N-isopropylacrylamide during hydrogel preparation.,tannic acid,0,
10759,10.1016/j.jece.2025.116265,N-isopropylacrylamide,hydrogel monomer/component,4.5 g N-isopropylacrylamide was used with PVA and tannic acid to prepare the hydrogel.,N-isopropylacrylamide,0,
10760,10.1016/j.jece.2025.116265,Bi4Ti3O12,photocatalytic nanoparticle component,Bi4Ti3O12 nanoparticles were combined with MoS2 to form Bi4Ti3O12@MoS2 p-n heterojunctions.,bismuth titanate Bi4Ti3O12,1,
10761,10.1016/j.jece.2025.116265,MoS2,photocatalytic nanoparticle component,Flower-like MoS2 was combined with Bi4Ti3O12 in the BM composite nanoparticles.,molybdenum disulfide,0,
10762,10.1016/j.jece.2025.116265,tetracycline,non-protein pollutant target,Tetracycline was used as the target organic pollutant for photocatalytic degradation assays.,tetracycline,0,
10763,10.1016/j.chemosphere.2021.130615,polysulfone,membrane polymer backbone,PSF was dissolved in NMP to prepare the membrane-forming solution.,polysulfone,0,
10764,10.1016/j.chemosphere.2021.130615,TPAPS,zwitterionic silica precursor,3-[[3-(triethoxysilyl)propyl]amino]propane-1-sulfonic acid was introduced into PSF solution and hydrolyzed/condensed in situ.,3-[[3-(triethoxysilyl)propyl]amino]propane-1-sulfonic acid,1,
10765,10.1016/j.chemosphere.2021.130615,3-aminopropyl triethoxysilane,monomer/precursor,"APTES reacted with 1,3-propane sultone to form TPAPS.",3-aminopropyl triethoxysilane,0,
10766,10.1016/j.chemosphere.2021.130615,"1,3-propane sultone",zwitterionomer-forming reagent,Introduced as a strong alkylating agent into amino group of APTES.,"1,3-propane sultone",0,
10767,10.1016/j.chemosphere.2021.130615,N-methyl-2-pyrrolidone,solvent,Used to dissolve PSF and conduct TPAPS synthesis.,N-methyl-2-pyrrolidone,0,
10768,10.1016/j.chemosphere.2021.130615,zwitterionic silica nanogel,filler/composite antifouling nanogel,SiO2-NH-SO3H nanogels were formed in situ in the PSF film.,silicon dioxide zwitterionic sulfonate amino nanogel,1,
10769,10.1016/j.chemosphere.2021.130615,KCl,electrolyte for zeta potential measurement,Surface charge was analyzed at different pH values in KCl solution.,potassium chloride,0,
10770,10.1016/j.chemosphere.2021.130615,congo red,dye pollutant comparator,10 ppm congo red solution used for rejection performance analysis.,congo red,0,
10771,10.1016/j.chemosphere.2021.130615,methylene blue,dye pollutant comparator,20 ppm methylene blue solution used for rejection performance analysis.,methylene blue,0,
10772,10.1016/j.chemosphere.2021.130615,n-octanol,porosity measurement solvent,Used for porosity measurements to avoid ambiguity from high water absorption.,1-octanol,0,
10773,10.1016/j.memsci.2009.03.002,polyvinylidene fluoride,membrane support,Commercial microporous PVDF membrane discs with 0.1 um nominal pore size were modified with hydrogel.,polyvinylidene fluoride,0,
10774,10.1016/j.memsci.2009.03.002,N-vinyl-caprolactam,monomer,Used with 1-vinyl-2-pyrrolidone to create the hydrogel.,N-vinylcaprolactam,0,
10775,10.1016/j.memsci.2009.03.002,1-vinyl-2-pyrrolidone,monomer,Vinyllactam monomer used to create the hydrogel.,1-vinyl-2-pyrrolidone,0,
10776,10.1016/j.memsci.2009.03.002,"N,N'-methylene-bisacrylamide",crosslinker,Cross-linker for the poly-N-vinyllactam hydrogel.,"N,N'-methylenebisacrylamide",0,
10777,10.1016/j.memsci.2009.03.002,azobisisobutyronitrile,thermal initiator,Thermal initiator used in membrane modification.,azobisisobutyronitrile,0,
10778,10.1016/j.memsci.2009.03.002,iso-propanol,polymerization medium,Liquid medium for polymerization and cross-linking.,isopropanol,0,
10779,10.1016/j.memsci.2009.03.002,sodium chloride,salt stimulus,NaCl concentration was switched between salt-free and high-salt buffers to change membrane permeability.,sodium chloride,0,
10780,10.1016/j.memsci.2009.03.002,sodium phosphate,buffer,SEC mobile phase used 20 mM sodium phosphate pH 7.0 containing 250 mM sodium chloride.,sodium phosphate,1,
10781,10.1016/j.actbio.2009.12.031,methacrylic acid,monomer,Used to synthesize PMAA microgels.,methacrylic acid,0,
10782,10.1016/j.actbio.2009.12.031,4-nitrophenyl methacrylate,monomer,Used with MAA and MBA in microgel synthesis before hydrolysis of nitrophenol groups.,4-nitrophenyl methacrylate,0,
10783,10.1016/j.actbio.2009.12.031,"N,N'-methylene bis-acrylamide",crosslinker,Crosslinker used in PMAA microgel synthesis.,"N,N'-methylene bisacrylamide",0,
10784,10.1016/j.actbio.2009.12.031,"N,N'-azobis(isobutyronitrile)",initiator,Initiator used for polymerization.,azobisisobutyronitrile,0,
10785,10.1016/j.actbio.2009.12.031,sodium hydroxide,hydrolysis reagent and pH adjustment reagent,Used to hydrolyze nitrophenol groups and adjust pH.,sodium hydroxide,0,
10786,10.1016/j.actbio.2009.12.031,hydrochloric acid,pH adjustment reagent,Used to set pH of incubating solution.,hydrochloric acid,0,
10787,10.1016/j.actbio.2009.12.031,borate buffer,buffer,"Used for antibody dilution, washing, and release experiments.",borate buffer,1,
10788,10.1016/j.actbio.2009.12.031,OTF1 oligothiophene fluorophore,fluorescent label,Conjugated to anti-CD4 antibodies; reported logP/logKow value in materials section.,oligothiophene fluorophore OTF1,1,
10789,10.1016/j.actbio.2009.12.031,OTF2 oligothiophene fluorophore,fluorescent label,Conjugated to anti-CD4 and anti-CD8 antibodies; reported logP/logKow value in materials section.,oligothiophene fluorophore OTF2,1,
10790,10.1016/j.actbio.2009.12.031,methanol,polymerization solvent,"Reaction solution contained methanol, acetone, and ethanol at 3:2:3.3 volume ratio.",methanol,0,
10791,10.1016/j.actbio.2009.12.031,acetone,polymerization solvent,"Reaction solution contained methanol, acetone, and ethanol at 3:2:3.3 volume ratio.",acetone,0,
10792,10.1016/j.actbio.2009.12.031,ethanol,polymerization solvent and washing solvent,Reaction solution component and used to resuspend washed pellet.,ethanol,0,
10793,10.1016/j.molcatb.2006.11.009,acrylamide,monomer,Acrylamide monomer was used to synthesize PAM-coated Fe3O4 nanoparticles by photochemical polymerization.,acrylamide,0,
10794,10.1016/j.molcatb.2006.11.009,"N,N′-methylene-bis-(acrylamide)",crosslinker,MBA solution was mixed with acrylamide during synthesis of PAM-coated Fe3O4 nanoparticles.,"N,N'-methylenebisacrylamide",0,
10795,10.1016/j.molcatb.2006.11.009,Fe3O4 nanoparticles,magnetic filler/core,Quantum-sized Fe3O4 nanoparticles were used as photoinitiator/core; magnetic content was as high as 80%.,magnetite,0,
10796,10.1016/j.molcatb.2006.11.009,polyacrylamide,hydrogel polymer coating precursor,PAM-coated Fe3O4 nanoparticles were converted to aminated magnetic nanogels by Hofmann degradation.,polyacrylamide,0,
10797,10.1016/j.molcatb.2006.11.009,sodium hydroxide,Hofmann degradation reagent,Sodium hydroxide solution was added during Hofmann degradation of PAM-coated Fe3O4 nanoparticles.,sodium hydroxide,0,
10798,10.1016/j.molcatb.2006.11.009,sodium hypochlorite,Hofmann degradation reagent,Sodium hypochlorite solution was added during Hofmann degradation to obtain amino-functionalized magnetic nanogels.,sodium hypochlorite,0,
