protein_mention_id,doi,name,abbreviation,species_or_source,role,uniprot_query,reported_mw_kDa,reported_pI,value_origin,source_database,match_status,qa_status,qa_note,uniprot_accession,uniprot_id,protein_full_name,organism,sequence_length,molecular_mass_Da,sequence_available,result_count
3733,10.1016/j.molcatb.2006.07.008,bovine serum albumin,BSA,bovine,protein assay standard,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3734,10.1016/j.memsci.2008.12.054,bovine serum albumin,BSA,"bovine; Sigma-Aldrich catalog number A7906, >98% albumin",model protein foulant for static adhesion assay,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3735,10.1016/j.bioadv.2024.213839,Immunoglobulin G,IgG,human; purchased from Equitech-bio,model antibody therapeutic cargo,human immunoglobulin G,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3736,10.1016/j.bioadv.2024.213839,FITC-IgG,FITC-IgG,labeled IgG,fluorescently labeled antibody for confocal loading visualization,human immunoglobulin G,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3737,10.1016/j.bioadv.2024.213839,Pulmozyme,,commercial inhalable protein therapeutic,clinical dosing comparator,dornase alfa,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3738,10.1016/j.bioadv.2024.213839,anti-programmed cell death protein 1 antibody,anti-PD-1,,background example of antibody carried by alginate hydrogel particles,anti-PD-1 antibody,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3739,10.1016/j.colsurfb.2013.07.010,human immunoglobulin G,IgG,human,adsorption/depletion target,human immunoglobulin G,150.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3740,10.1016/j.colsurfb.2013.07.010,human serum albumin,HSA; Alb,human,adsorption/depletion target,human serum albumin,67.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3741,10.1016/j.colsurfb.2013.07.010,protein A,ProA,Staphylococcus aureus Cowan Strain I,IgG affinity ligand and nanoProA precursor,Staphylococcus aureus protein A,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3742,10.1016/j.colsurfb.2013.07.010,human plasma proteins,,human plasma,sample matrix and competitors,human plasma proteins,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3743,10.1016/j.colsurfb.2013.07.010,bovine serum albumin,BSA,bovine,ELISA blocking buffer component,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3744,10.1016/j.jcis.2017.04.024,bovine serum albumin,BSA,bovine,protein fouling matrix and bilirubin carrier,bovine serum albumin ALB,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3745,10.1016/j.jcis.2017.04.024,fetal bovine serum,FBS,fetal bovine,complex serum protein mixture for fouling challenge,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3746,10.1016/j.jcis.2017.04.024,serum proteins,,fetal bovine serum,nonspecific fouling proteins,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3747,10.1016/j.ijbiomac.2024.131747,fibrinogen,,human,hydrogel precursor and SAG21k-binding protein,human fibrinogen,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3748,10.1016/j.ijbiomac.2024.131747,thrombin,,human,fibrin gel-forming enzyme,human thrombin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3749,10.1016/j.ijbiomac.2024.131747,mCitrine,,engineered reporter protein,Hedgehog pathway reporter readout,mCitrine fluorescent protein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3750,10.1016/j.ijbiomac.2024.131747,Gli1,Gli1,mouse,Hedgehog pathway activation readout,mouse Gli1,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3751,10.1016/j.ijbiomac.2023.128579,bovine serum albumin,BSA,bovine,protein foulant in oil-in-water emulsion antifouling test,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3752,10.1016/j.jcis.2023.04.068,glucose oxidase,GOx,,immobilized enzyme; catalyzes glucose oxidation to generate H2O2,glucose oxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3753,10.1016/j.jcis.2023.04.068,horseradish peroxidase,HRP,,immobilized enzyme; catalyzes H2O2 reaction with phenol/4-AAP to red product,horseradish peroxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3754,10.1016/j.jcis.2023.04.068,GOx/HRP dual enzymes,GOx/HRP,,dual-enzyme cascade mixture,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3755,10.1016/j.mtbio.2025.102622,carbonic anhydrase,CA,Sulfurihydrogenibium azorense,nanogel-forming enzyme and CO2 hydration catalyst,Sulfurihydrogenibium azorense carbonic anhydrase ACN99362.1,28.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3756,10.1016/j.mtbio.2025.102622,ST-CA-ST,ST-CA-ST,engineered fusion protein from Sulfurihydrogenibium azorense CA,nanogel building block,Sulfurihydrogenibium azorense carbonic anhydrase,31.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3757,10.1016/j.mtbio.2025.102622,SC-CA-SC,SC-CA-SC,engineered fusion protein from Sulfurihydrogenibium azorense CA,nanogel building block,Sulfurihydrogenibium azorense carbonic anhydrase,52.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3758,10.1016/j.mtbio.2025.102622,bovine serum albumin,BSA,bovine,protein supplementation control,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3759,10.1016/j.mtbio.2025.102622,enhanced green fluorescent protein,eGFP,,fluorescent localization tag,enhanced green fluorescent protein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3760,10.1016/j.mtbio.2025.102622,trypsin,,,proteolytic stressor,trypsin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3761,10.1016/j.jchromb.2012.01.014,invertase,,,target adsorbate glycoenzyme,invertase,nan,5.0,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3762,10.1016/j.jchromb.2012.01.014,Concanavalin A,Con A,,immobilized lectin affinity ligand,Concanavalin A,104.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3763,10.1016/j.jchromb.2012.01.014,albumin,,,ambiguous comparator/nonspecific adsorption mention,albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3764,10.1016/j.foodchem.2020.128295,lysozyme,,Sigma-Aldrich lysozyme; chicken egg white lysozyme,target protein,chicken lysozyme C Gallus gallus,14.3,9.3,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3765,10.1016/j.foodchem.2020.128295,ovalbumin,,chicken egg white,competitor protein in egg white,ovalbumin Gallus gallus,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3766,10.1016/j.foodchem.2020.128295,conalbumin,,chicken egg white,competitor protein in egg white,ovotransferrin conalbumin Gallus gallus,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3767,10.1016/j.foodchem.2020.128295,bovine serum albumin,BSA,bovine,literature comparator protein,serum albumin Bos taurus,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3768,10.1016/j.colsurfa.2026.140413,Candida rugosa lipase,CRL,Candida rugosa; purchased from Sigma-Aldrich Co. (Japan),target protein/enzyme immobilized in hydrogel,Candida rugosa lipase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3769,10.1016/j.colsurfb.2014.07.035,Taq DNA polymerase,Taq polymerase,,PCR enzyme; adsorption target,Taq DNA polymerase,94.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3770,10.1016/j.colsurfb.2014.07.035,IgG-free albumin,albumin,,blocking protein,albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3771,10.1016/j.colsurfb.2014.07.035,monoclonal mouse IgG based Taq polymerase antibody,anti-Taq antibody,mouse,primary antibody in ELISA,mouse IgG,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3772,10.1016/j.colsurfb.2014.07.035,goat anti-mouse IgG-HRP,secondary antibody-HRP,goat,secondary antibody in ELISA detection,goat anti-mouse IgG,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3773,10.1016/j.colsurfb.2014.07.035,bovine serum albumin,BSA,bovine,literature example of dynamic coating additive,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3774,10.1016/j.talanta.2025.128570,cholesterol esterase,ChE,,enzyme reagent embedded in hydrogel,cholesterol esterase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3775,10.1016/j.talanta.2025.128570,cholesterol oxidase,ChOx,,enzyme reagent embedded in hydrogel,cholesterol oxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3776,10.1016/j.talanta.2025.128570,peroxidase,,,enzyme reagent embedded in hydrogel,peroxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3777,10.1016/j.bej.2025.110055,Laccase,LAC,Myceliophthora thermophila expressed in Aspergillus oryzae,target protein/enzyme immobilized on ZIF-8 and entrapped in alginate hydrogel,Myceliophthora thermophila laccase Aspergillus oryzae expressed,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3778,10.1016/j.bej.2025.110055,Bovine Serum Albumin,BSA,bovine,protein standard for Lowry assay,Bos taurus serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3779,10.1016/j.bios.2024.116355,SARS-CoV-2 nucleocapsid protein,SARS-CoV-2 N protein,SARS-CoV-2,target antigen,SARS-CoV-2 nucleocapsid protein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3780,10.1016/j.bios.2024.116355,SARS-CoV-2 N protein capture antibody,Antibody1,,immobilized capture antibody,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3781,10.1016/j.bios.2024.116355,horseradish peroxidase-labeled detection antibody,Antibody2,,detection antibody in immune sandwich,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3782,10.1016/j.bios.2024.116355,horseradish peroxidase,HRP,horseradish,enzyme label,horseradish peroxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3783,10.1016/j.bios.2024.116355,bovine serum albumin,BSA,bovine,specificity control protein,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3784,10.1016/j.aca.2008.04.060,pepsin,,porcine,immobilized protease,porcine pepsin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3785,10.1016/j.aca.2008.04.060,haemoglobin,,human,substrate protein,human hemoglobin,64.5,6.8,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3786,10.1016/j.aca.2008.04.060,myoglobin,,horse skeletal muscle,substrate protein,horse myoglobin,16.9,6.9,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3787,10.1016/j.aca.2008.04.060,recombinant human interferon-gamma,rhIFN-gamma,recombinant human,substrate protein,human interferon gamma,16.9,9.0,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3788,10.1016/j.aca.2008.04.060,alpha-lactalbumin,,,substrate protein,alpha-lactalbumin,14.2,4.5,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3789,10.1016/j.aca.2008.04.060,beta-lactoglobulin,,bovine,substrate protein,bovine beta-lactoglobulin,18.4,5.1,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3790,10.1016/j.aca.2008.04.060,bovine serum albumin,BSA,bovine,substrate/control protein,bovine serum albumin,66.0,5.3,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3791,10.1016/j.aca.2008.04.060,casein,,bovine,protein mixture substrate,bovine casein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3792,10.1016/j.aca.2008.04.060,kappa-casein,,bovine,casein mixture component,bovine kappa-casein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3793,10.1016/j.aca.2008.04.060,alpha-s2-casein,,bovine,casein mixture component,bovine alpha-s2-casein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3794,10.1016/j.aca.2008.04.060,alpha-s1-casein,,bovine,casein mixture component,bovine alpha-s1-casein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3795,10.1016/j.aca.2008.04.060,beta-casein,,bovine,casein mixture component,bovine beta-casein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3796,10.1016/j.aca.2008.04.060,cytochrome C,,horse heart,sample preparation protein and literature comparator,horse cytochrome c,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3797,10.1016/j.snb.2021.131296,horseradish peroxidase,HRP,horseradish,enzyme encapsulated in PEG-DA hydrogel; catalyzes TMB oxidation,horseradish peroxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3798,10.1016/j.snb.2021.131296,glucose oxidase,GOx,,enzyme used to generate H2O2 from glucose in assay,glucose oxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3799,10.1016/j.snb.2021.131296,cholesterol oxidase,CHOx,,enzyme used to generate H2O2 from cholesterol in assay,cholesterol oxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3800,10.1016/j.snb.2021.131296,chromoprotein,,whole blood,interfering blood component blocked by hydrogel size exclusion,blood chromoprotein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3801,10.1016/j.actbio.2014.10.001,albumin,,human plasma,adsorbed plasma protein,human serum albumin,66.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3802,10.1016/j.actbio.2014.10.001,complement component 3,C3,human plasma,adsorbed complement protein and activation marker,human complement C3,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3803,10.1016/j.actbio.2014.10.001,immunoglobulin G,IgG,human plasma,adsorbed antibody,human immunoglobulin G,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3804,10.1016/j.actbio.2014.10.001,alpha1-antitrypsin,,human plasma,adsorbed serine protease inhibitor,human alpha-1-antitrypsin,47.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3805,10.1016/j.actbio.2014.10.001,fibrinogen,,human plasma,adsorbed coagulation protein,human fibrinogen,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3806,10.1016/j.actbio.2014.10.001,transferrin,,human plasma,adsorbed iron transport protein,human serotransferrin,77.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3807,10.1016/j.actbio.2014.10.001,prothrombin,,human plasma,adsorbed coagulation precursor,human prothrombin,70.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3808,10.1016/j.actbio.2014.10.001,alpha2-macroglobulin,,human plasma,adsorbed proteinase inhibitor,human alpha-2-macroglobulin,163.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3809,10.1016/j.actbio.2014.10.001,antithrombin,,human plasma,adsorbed serine protease inhibitor and thrombosis regulator,human antithrombin-III,53.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3810,10.1016/j.actbio.2014.10.001,bovine serum albumin,BSA,bovine,protein assay standard,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3811,10.1016/j.giant.2026.100383,fibrinogen,,bovine plasma,hydrogel-forming protein precursor,bovine fibrinogen,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3812,10.1016/j.electacta.2017.12.126,gelatin,,Type B from porcine skin,"hydrogel precursor, not adsorption target",,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3813,10.1016/j.ultsonch.2024.107131,bovine serum albumin,BSA,bovine,model tear protein adsorption target,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3814,10.1016/j.ultsonch.2024.107131,lysozyme,,,tear protein adsorption target,lysozyme,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3815,10.1016/j.ultsonch.2024.107131,lactoferrin,,tear,tear protein mentioned in introduction,human lactoferrin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3816,10.1016/j.ultsonch.2024.107131,lipocalin,,tear,tear protein mentioned in introduction,human tear lipocalin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3817,10.1016/j.ultsonch.2024.107131,IgA,IgA,tear,tear protein mentioned in introduction,human immunoglobulin A,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3818,10.1016/j.cej.2026.173209,S1 nuclease,,,single-strand-specific endonuclease control for confirming PNA-induced ssDNA formation,S1 nuclease,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
3819,10.1016/j.bej.2011.09.011,Candida antarctica lipase B,CALB,Candida antarctica,target enzyme immobilized on chitosan-based hydrogels,Candida antarctica lipase B,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
