doi,title,publisher,status,records_count,material_mentions_count,protein_mentions_count,special_fields_count,source_json,curation_decision,curation_reason,error_message
10.1021/bm100206k,Lysozyme Uptake by Oxidized Starch Polymer Microgels,ACS,success,9,13,2,6,local_article_corpus/ACS/10.1021_bm100206k/10.1021_bm100206k.json,include_records,Article yielded one or more extracted records.,
10.1021/bm201037j,Three-Dimensional Spatial Patterning of Proteins in Hydrogels,ACS,success,7,11,7,6,local_article_corpus/ACS/10.1021_bm201037j/10.1021_bm201037j.json,include_records,Article yielded one or more extracted records.,
10.1021/bm3007242,Low Modulus Biomimetic Microgel Particles with High Loading of Hemoglobin,ACS,success,5,18,6,7,local_article_corpus/ACS/10.1021_bm3007242/10.1021_bm3007242.json,include_records,Article yielded one or more extracted records.,
10.1021/bm400431f,Factors Affecting Enzymatic Degradation of Microgel-Bound Peptides,ACS,success,5,16,3,4,local_article_corpus/ACS/10.1021_bm400431f/10.1021_bm400431f.json,include_records,Article yielded one or more extracted records.,
10.1021/bm4007369,Multifunctional Polyampholyte Hydrogels with Fouling Resistance and Protein Conjugation Capacity,ACS,success,12,16,5,5,local_article_corpus/ACS/10.1021_bm4007369/10.1021_bm4007369.json,include_records,Article yielded one or more extracted records.,
10.1021/bm400814u,Two-Component Protein Hydrogels Assembled Using an Engineered Disulfide-Forming Protein-Ligand Pair,ACS,success,6,15,7,4,local_article_corpus/ACS/10.1021_bm400814u/10.1021_bm400814u.json,include_records,Article yielded one or more extracted records.,
10.1021/bm401536v,Effect of Physical Properties of Nanogel Particles on the Kinetic Constants of Multipoint Protein Recognition Process,ACS,success,6,12,1,5,local_article_corpus/ACS/10.1021_bm401536v/10.1021_bm401536v.json,include_records,Article yielded one or more extracted records.,
10.1021/bm500750v,Interaction of Human Plasma Proteins with Thin Gelatin-Based Hydrogel Films: A QCM-D and ToF-SIMS Study,ACS,success,2,11,3,4,local_article_corpus/ACS/10.1021_bm500750v/10.1021_bm500750v.json,include_records,Article yielded one or more extracted records.,
10.1021/bm5009525,Chain and Pore-Blocking Effects on Matrix Degradation in Protein-Loaded Microgels,ACS,success,4,12,2,4,local_article_corpus/ACS/10.1021_bm5009525/10.1021_bm5009525.json,include_records,Article yielded one or more extracted records.,
10.1021/bm700854j,Shell Cross-Linked Hyaluronic Acid/Polylysine Layer-by-Layer Polyelectrolyte Microcapsules Prepared by Removal of Reducible Hyaluronic Acid Microgel Cores,ACS,success,2,10,2,4,local_article_corpus/ACS/10.1021_bm700854j/10.1021_bm700854j.json,include_records,Article yielded one or more extracted records.,
10.1021/bm700940w,Bifunctional Monolithic Affinity Hydrogels for Dual-Protein Delivery,ACS,success,7,10,5,5,local_article_corpus/ACS/10.1021_bm700940w/10.1021_bm700940w.json,include_records,Article yielded one or more extracted records.,
10.1021/bm701274p,Wheat Germ Agglutinin Functionalized Complexation Hydrogels for Oral Insulin Delivery,ACS,success,11,15,7,6,local_article_corpus/ACS/10.1021_bm701274p/10.1021_bm701274p.json,include_records,Article yielded one or more extracted records.,
10.1021/bm701399m,Protein Release from Galactoglucomannan Hydrogels: Influence of Substitutions and Enzymatic Hydrolysis by β-Mannanase,ACS,success,2,9,3,3,local_article_corpus/ACS/10.1021_bm701399m/10.1021_bm701399m.json,include_records,Article yielded one or more extracted records.,
10.1021/bm800547m,Poly(ethylene glycol)-Containing Hydrogel Surfaces for Antifouling Applications in Marine and Freshwater Environments,ACS,success,1,9,3,3,local_article_corpus/ACS/10.1021_bm800547m/10.1021_bm800547m.json,include_records,Article yielded one or more extracted records.,
10.1021/bm900339q,Synthesis of Polymerizable Protein Monomers for Protein-Acrylamide Hydrogel Formation,ACS,success,17,16,8,6,local_article_corpus/ACS/10.1021_bm900339q/10.1021_bm900339q.json,include_records,Article yielded one or more extracted records.,
10.1021/bp034161t,Mechanisms controlling the temperature-dependent binding of proteins to poly(<i>N</i>-isopropylacrylamide) microgels,ACS,success,1,2,1,1,local_article_corpus/ACS/10.1021_bp034161t/10.1021_bp034161t.json,include_records,Article yielded one or more extracted records.,
10.1021/bp0700399,Monoclonal antibody production using a new supermacroporous cryogel bioreactor,ACS,partial,0,1,1,1,local_article_corpus/ACS/10.1021_bp0700399/10.1021_bp0700399.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/cg401668z,Use of Cross-Linked Poly(ethylene glycol)-Based Hydrogels for Protein Crystallization,ACS,partial,0,10,3,4,local_article_corpus/ACS/10.1021_cg401668z/10.1021_cg401668z.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/ic060755s,"fac-{Ru(CO)3}2+-Core Complexes and Design of Metal-Based Drugs. Synthesis, Structure, and Reactivity of Ru−Thiazole Derivative with Serum Proteins and Absorption−Release Studies with Acryloyl and Silica Hydrogels as Carriers in Physiological Media",ACS,partial,0,8,2,3,local_article_corpus/ACS/10.1021_ic060755s/10.1021_ic060755s.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/ie100291b,Preliminary Observations of the Role of Material Morphology on Protein-Electrophoretic Transport in Gold Nanocomposite Hydrogels,ACS,success,4,12,2,4,local_article_corpus/ACS/10.1021_ie100291b/10.1021_ie100291b.json,include_records,Article yielded one or more extracted records.,
10.1021/ie402148u,Macromolecule Sorption and Diffusion in HEMA/MAA Hydrogels,ACS,success,4,9,1,5,local_article_corpus/ACS/10.1021_ie402148u/10.1021_ie402148u.json,include_records,Article yielded one or more extracted records.,
10.1021/ja029510e,Long Tethers Binding Redox Centers to Polymer Backbones Enhance Electron Transport in Enzyme ,ACS,partial,0,5,1,3,local_article_corpus/ACS/10.1021_ja029510e/10.1021_ja029510e.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/ja506717v,Controlled Activation of Protein Rotational Dynamics Using Smart Hydrogel Tethering,ACS,success,2,3,2,2,local_article_corpus/ACS/10.1021_ja506717v/10.1021_ja506717v.json,include_records,Article yielded one or more extracted records.,
10.1021/ja900500j,MCM−Enzyme−Supramolecular Hydrogel Hybrid as a Fluorescence Sensing Material for Polyanions of Biological Significance,ACS,partial,0,13,3,2,local_article_corpus/ACS/10.1021_ja900500j/10.1021_ja900500j.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/ja901600e,Molecularly Imprinted Microgels as Enzyme Inhibitors,ACS,success,7,13,9,5,local_article_corpus/ACS/10.1021_ja901600e/10.1021_ja901600e.json,include_records,Article yielded one or more extracted records.,
10.1021/jacs.6c00205,Organic Semiconducting Hydrogel with Integrated Microbes and Enzymes for Selective Solar CO2 Conversion,ACS,success,3,16,1,5,local_article_corpus/ACS/10.1021_jacs.6c00205/10.1021_jacs.6c00205.json,include_records,Article yielded one or more extracted records.,
10.1021/jp035821f,Sorption of Proteins by Slightly Cross-Linked Polyelectrolyte Hydrogels: Kinetics and Mechanism,ACS,success,12,11,4,6,local_article_corpus/ACS/10.1021_jp035821f/10.1021_jp035821f.json,include_records,Article yielded one or more extracted records.,
10.1021/jp307588b,Nonfouling Hydrogels Formed from Charged Monomer Subunits,ACS,success,11,16,4,4,local_article_corpus/ACS/10.1021_jp307588b/10.1021_jp307588b.json,include_records,Article yielded one or more extracted records.,
10.1021/jp5060205,The Capture and Stabilization of Curcumin Using Hydrophobically Modified Polyacrylate Aggregates and Hydrogels,ACS,partial,0,10,1,2,local_article_corpus/ACS/10.1021_jp5060205/10.1021_jp5060205.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/jp907508w,Enhanced Activity of Enzymes Immobilized in Thermoresponsive Core−Shell Microgels,ACS,success,4,11,3,4,local_article_corpus/ACS/10.1021_jp907508w/10.1021_jp907508w.json,include_records,Article yielded one or more extracted records.,
10.1021/la0350195,Immobilization Strategy and Characterization of Hydrogel-Based Thin Films for Interrogation of Ligand Binding with Staphylococcal Enterotoxin B (SEB) in a Protein Microarray Format,ACS,success,2,10,4,4,local_article_corpus/ACS/10.1021_la0350195/10.1021_la0350195.json,include_records,Article yielded one or more extracted records.,
10.1021/la048651m,Protein Surface Patterning Using Nanoscale PEG Hydrogels,ACS,success,4,13,8,5,local_article_corpus/ACS/10.1021_la048651m/10.1021_la048651m.json,include_records,Article yielded one or more extracted records.,
10.1021/la0503294,Real-Time QCM-D Immunoassay through Oriented Antibody Immobilization Using Cross-Linked Hydrogel Biointerfaces,ACS,success,11,9,8,4,local_article_corpus/ACS/10.1021_la0503294/10.1021_la0503294.json,include_records,Article yielded one or more extracted records.,
10.1021/la050947k,Direct Electrochemistry and Electrocatalysis of Heme Proteins Entrapped in Agarose Hydrogel Films in Room-Temperature Ionic Liquids,ACS,partial,0,8,5,5,local_article_corpus/ACS/10.1021_la050947k/10.1021_la050947k.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/la061462e,Effect of Matrix Elasticity on Affinity Binding and Release of Bioparticles. Elution of Bound Cells by Temperature-Induced Shrinkage of the Smart Macroporous Hydrogel†,ACS,success,1,10,6,3,local_article_corpus/ACS/10.1021_la061462e/10.1021_la061462e.json,include_records,Article yielded one or more extracted records.,
10.1021/la063419x,Stable Amphoteric Nanogels Made of Ovalbumin and Ovotransferrin via Self-Assembly,ACS,partial,0,6,2,2,local_article_corpus/ACS/10.1021_la063419x/10.1021_la063419x.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/la0700321,Self-Supporting Hydrogel Stamps for the Microcontact Printing of Proteins,ACS,success,6,11,6,7,local_article_corpus/ACS/10.1021_la0700321/10.1021_la0700321.json,include_records,Article yielded one or more extracted records.,
10.1021/la101542m,Integrated Antimicrobial and Nonfouling Hydrogels to Inhibit the Growth of Planktonic Bacterial Cells and Keep the Surface Clean,ACS,success,3,10,2,4,local_article_corpus/ACS/10.1021_la101542m/10.1021_la101542m.json,include_records,Article yielded one or more extracted records.,
10.1021/la1028004,Engineering the Polymer Backbone To Strengthen Nonfouling Sulfobetaine Hydrogels,ACS,success,3,15,3,4,local_article_corpus/ACS/10.1021_la1028004/10.1021_la1028004.json,include_records,Article yielded one or more extracted records.,
10.1021/la1030203,Chitosan-g-MPEG-Modified Alginate/Chitosan Hydrogel Microcapsules: A Quantitative Study of the Effect of Polymer Architecture on the Resistance to Protein Adsorption,ACS,success,7,12,2,6,local_article_corpus/ACS/10.1021_la1030203/10.1021_la1030203.json,include_records,Article yielded one or more extracted records.,
10.1021/la105016a,Engineered Alginate Hydrogels for Effective Microfluidic Capture and Release of Endothelial Progenitor Cells from Whole Blood,ACS,success,7,9,6,4,local_article_corpus/ACS/10.1021_la105016a/10.1021_la105016a.json,include_records,Article yielded one or more extracted records.,
10.1021/la301561j,New Antifouling Silica Hydrogel,ACS,success,1,14,3,3,local_article_corpus/ACS/10.1021_la301561j/10.1021_la301561j.json,include_records,Article yielded one or more extracted records.,
10.1021/la302615t,Enhancement of Surface Graft Density of MPEG on Alginate/Chitosan Hydrogel Microcapsules for Protein Repellency,ACS,success,12,17,2,5,local_article_corpus/ACS/10.1021_la302615t/10.1021_la302615t.json,include_records,Article yielded one or more extracted records.,
10.1021/la303292z,Protein Sorption to Charged Microgels: Characterizing Binding Isotherms and Driving Forces,ACS,success,12,8,1,6,local_article_corpus/ACS/10.1021_la303292z/10.1021_la303292z.json,include_records,Article yielded one or more extracted records.,
10.1021/la304511s,Dual Functionality of Antimicrobial and Antifouling of Poly(N-hydroxyethylacrylamide)/Salicylate Hydrogels,ACS,success,3,11,3,5,local_article_corpus/ACS/10.1021_la304511s/10.1021_la304511s.json,include_records,Article yielded one or more extracted records.,
10.1021/la3051115,Ultralow Protein Adsorbing Coatings from Clickable PEG Nanogel Solutions: Benefits of Attachment under Salt-Induced Phase Separation Conditions and Comparison with PEG/Albumin Nanogel Coatings,ACS,success,7,15,4,5,local_article_corpus/ACS/10.1021_la3051115/10.1021_la3051115.json,include_records,Article yielded one or more extracted records.,
10.1021/la401664y,"Soy Protein/Soy Polysaccharide Complex Nanogels: Folic Acid Loading, Protection, and Controlled Delivery",ACS,partial,0,6,5,3,local_article_corpus/ACS/10.1021_la401664y/10.1021_la401664y.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1021/la501772t,An Integrated Approach for Enhanced Protein Conjugation and Capture with Viral Nanotemplates and Hydrogel Microparticle Platforms via Rapid Bioorthogonal Reactions,ACS,success,9,10,3,6,local_article_corpus/ACS/10.1021_la501772t/10.1021_la501772t.json,include_records,Article yielded one or more extracted records.,
10.1021/la5035273,A Mild Strategy To Encapsulate Enzyme into Hydrogel Layer Grafted on Polymeric Substrate,ACS,success,5,13,2,6,local_article_corpus/ACS/10.1021_la5035273/10.1021_la5035273.json,include_records,Article yielded one or more extracted records.,
10.1021/la5040382,Equilibrium Adsorption of Hexahistidine on pH-Responsive Hydrogel Nanofilms,ACS,success,5,12,7,6,local_article_corpus/ACS/10.1021_la5040382/10.1021_la5040382.json,include_records,Article yielded one or more extracted records.,
10.1021/la700248s,Study of the Interactions between Protein-Imprinted Hydrogels and Their Templates,ACS,success,8,8,2,4,local_article_corpus/ACS/10.1021_la700248s/10.1021_la700248s.json,include_records,Article yielded one or more extracted records.,
10.1021/la700579x,"Photografted Thin Polymer Hydrogel Layers on PES Ultrafiltration Membranes: Characterization, Stability, and Influence on Separation Performance",ACS,success,6,8,1,4,local_article_corpus/ACS/10.1021_la700579x/10.1021_la700579x.json,include_records,Article yielded one or more extracted records.,
10.1021/la7033774,Imparting Antifouling Properties of Poly(2-hydroxyethyl methacrylate) Hydrogels by Grafting Poly(oligoethylene glycol methyl ether acrylate),ACS,success,4,13,5,3,local_article_corpus/ACS/10.1021_la7033774/10.1021_la7033774.json,include_records,Article yielded one or more extracted records.,
10.1021/la703963f,Thermosensitive and Salt-Sensitive Molecularly Imprinted Hydrogel for Bovine Serum Albumin,ACS,success,20,8,8,6,local_article_corpus/ACS/10.1021_la703963f/10.1021_la703963f.json,include_records,Article yielded one or more extracted records.,
10.1021/la901245z,Scleroglucan-Borax Hydrogel: A Flexible Tool for Redox Protein Immobilization,ACS,success,3,8,3,5,local_article_corpus/ACS/10.1021_la901245z/10.1021_la901245z.json,include_records,Article yielded one or more extracted records.,
10.1021/ma021186k,Synthesis and Protein Adsorption Resistance of PEG-Modified Poly(N-isopropylacrylamide) Core/Shell Microgels,ACS,success,14,11,1,4,local_article_corpus/ACS/10.1021_ma021186k/10.1021_ma021186k.json,include_records,Article yielded one or more extracted records.,
10.1021/ma8027722,Effects of Charge Density on the Recognition Properties of Molecularly Imprinted Polymeric Hydrogels,ACS,success,30,9,2,5,local_article_corpus/ACS/10.1021_ma8027722/10.1021_ma8027722.json,include_records,Article yielded one or more extracted records.,
