doi,article_title,article_status,records_count,model_ready_count,missing_completion_cells,possible_completion_cells,missing_completion_pct,priority_score,fully_missing_fields,source_json
10.1002/anie.202516010,"A High Modulus, Multi-Stimuli Responsive, Interwoven Protein Network With Topologically Confined Micro-Association",success,3,0,75,111,67.57,9.76,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;protein__molecular_weight_kDa;protein__pI;experiment__competition_system;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_anie.202516010\10.1002_anie.202516010.json
10.1007/s10965-006-9076-4,Adsorption of Bovine Serum Albumine Onto Poly (N-t-Butylacrylamide-co-Acrylamide/Maleic Acid) Hydrogels,success,3,0,75,111,67.57,9.76,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;experiment__competition_system;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Springer\10.1007_s10965-006-9076-4\10.1007_s10965-006-9076-4.json
10.1016/S1381-1177(02)00232-1,Activity studies of glucose oxidase immobilized onto poly(N-vinylimidazole) and metal ion-chelated poly(N-vinylimidazole) hydrogels,success,6,0,83,222,37.39,9.74,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__gelation_time;hydrogel_properties__charge_class;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_S1381-1177(02)00232-1\10.1016_S1381-1177(02)00232-1.json
10.1007/s00289-021-03568-2,Monolithic hydrophobic cryogel columns for protein separation,success,2,1,20,74,27.03,9.7,hydrogel__crosslinker_concentration;hydrogel_properties__charge_class;hydrogel_properties__mesh_size;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Springer\10.1007_s00289-021-03568-2\10.1007_s00289-021-03568-2.json
10.1016/j.colsurfa.2025.138170,Preparation of Lac@MOF-PVA/CMC hydrogel bio-composite for enhancing laccase stability and dye decolorization efficiency,success,5,0,87,185,47.03,9.7,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.colsurfa.2025.138170\10.1016_j.colsurfa.2025.138170.json
10.3390/s90100645,Reduction of Non-Specific Protein Adsorption Using Poly(ethylene) Glycol (PEG) Modified Polyacrylate Hydrogels In Immunoassays for Staphylococcal Enterotoxin B Detection,success,4,0,84,148,56.76,9.68,hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__responsive_type;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\MDPI\10.3390_s90100645\10.3390_s90100645.json
10.1021/acs.langmuir.4c04515,Antifouling Hydrogel Based on Zwitterionic Poly(carboxybetaine diacrylate) Cross-Linkers,success,5,0,86,185,46.49,9.65,hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;protein__molecular_weight_kDa;protein__pI;experiment__pH;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acs.langmuir.4c04515\10.1021_acs.langmuir.4c04515.json
10.3390/gels9120968,Exploring Functionalized Magnetic Hydrogel Polyvinyl Alcohol and Chitosan Electrospun Nanofibers,success,4,0,83,148,56.08,9.61,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\MDPI\10.3390_gels9120968\10.3390_gels9120968.json
10.1021/acsapm.1c00380,Chemical Design of Hydrogels with Immobilized Laccase for the Reduction of Persistent Trace Compounds in Wastewater,success,5,0,85,185,45.95,9.59,hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel_properties__swelling_ratio;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acsapm.1c00380\10.1021_acsapm.1c00380.json
10.1002/adma.73688,Oppositely Charged Single Enzyme Nanogels Form Versatile Coacervates for Efficient Enzyme Cascade Catalysis,success,3,0,73,111,65.77,9.58,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;experiment__temperature_C;experiment__contact_time;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_adma.73688\10.1002_adma.73688.json
10.1002/mabi.201400366,Multiphase Protein Microgels,success,3,0,73,111,65.77,9.58,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_mabi.201400366\10.1002_mabi.201400366.json
10.1002/app.39635,Dual stimuli responsive glycidyl methacrylate chitosan-quaternary ammonium hybrid hydrogel and its bovine serum albumin release,success,5,0,84,185,45.41,9.54,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__water_content_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_app.39635\10.1002_app.39635.json
10.3390/polym8120418,Hydrogel Layers on the Surface of Polyester-Based Materials for Improvement of Their Biointeractions and Controlled Release of Proteins,success,5,0,84,185,45.41,9.54,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\MDPI\10.3390_polym8120418\10.3390_polym8120418.json
10.1021/bm400431f,Factors Affecting Enzymatic Degradation of Microgel-Bound Peptides,success,5,0,83,185,44.86,9.49,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_bm400431f\10.1021_bm400431f.json
10.1016/j.ijpharm.2012.03.012,Improving matrix metalloproteinase-2 specific response of a hydrogel system using electrophoresis,success,4,0,81,148,54.73,9.469999999999999,hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.ijpharm.2012.03.012\10.1016_j.ijpharm.2012.03.012.json
10.1021/acsami.8b18302,Mechanical Properties and Concentrations of Poly(ethylene glycol) in Hydrogels and Brushes Direct the Surface Transport of Staphylococcus aureus,success,5,0,82,185,44.32,9.43,hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__porosity_pct;hydrogel_properties__surface_area;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__pH;experiment__temperature_C;experiment__contact_time;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acsami.8b18302\10.1021_acsami.8b18302.json
10.1002/app.28062,Heparin-coated poly(hydroxyethyl methacrylate/albumin) hydrogel networks: In vitro hemocompatibility evaluation for vascular biomaterials,success,4,0,80,148,54.05,9.41,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__gelation_time;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_app.28062\10.1002_app.28062.json
10.1002/app.52846,Delivery of bioactive albumin from multi-functional polyampholyte hydrogels,success,3,0,71,111,63.96,9.4,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_app.52846\10.1002_app.52846.json
10.1016/j.colsurfb.2024.114420,"Fabrication of nanoparticle-reinforced composite hydrogel for improved durability, antifouling, and thrombosis-resistance in arteriovenous grafts",success,3,0,71,111,63.96,9.4,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;experiment__pH;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.colsurfb.2024.114420\10.1016_j.colsurfb.2024.114420.json
10.1021/acs.nanolett.1c01357,"A Biomimetic of Endogenous Tissue Inhibitors of Metalloproteinases: Inhibition Mechanism and Contribution of Composition, Polymer Size, and Shape to the Inhibitory Effect",success,3,0,71,111,63.96,9.4,hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;experiment__contact_time;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acs.nanolett.1c01357\10.1021_acs.nanolett.1c01357.json
