id,doi,field_name,value_json,value_origin,evidence_text,source_section,source_table_or_figure,confidence,prompt_version,article_type,qa_note,created_at,completion_source_dir
538,10.1021/acs.jafc.8b06182,hydrogel_properties.pore_size,"""interlaced microporous structure""",observed_fulltext,The obtained PVA/CS hydrogel membrane displayed an interlaced microporous structure,Preparation and Characterization of the CA@ZIF-8 Composites and PVA/CS/CA@ZIF-8 Composite Membrane,Figure 2c,0.6,field_completion_v9_property_rescue_patch,enzyme_immobilization,"The context provides qualitative morphology but no numeric pore or mesh size, and pore_size is not in the missing_focus list for the provided records.",2026-07-06T09:36:46,v9_remaining860
1073,10.1021/acs.jced.5b00264,hydrogel_properties.pore_size,"{""value"":1.3,""unit"":""nm"",""raw_text"":""The average pore size is ∼1.3 nm""}",observed_fulltext,"The average pore size is ∼1.3 nm, and the porosity is ∼75% in water",3.1 Characterization of CS/CSX Beads,,0.72,field_completion_v9_property_rescue_patch,general_batch_adsorption,"pore_size is not in the missing_focus lists for these records, so it cannot be emitted as a record patch.",2026-07-06T12:12:50,v9_remaining860
1074,10.1021/acs.jced.5b00264,outcome.isotherm_model,"[""Langmuir"",""Freundlich""]",observed_fulltext,"Two isotherm models were used to fit the equilibrium data, i.e.: (1) Langmuir ... (2) Freundlich",2.3 Adsorption Experiments,Table 2; Figure 4,0.95,field_completion_v9_property_rescue_patch,general_batch_adsorption,"isotherm_model is already outside the missing_focus lists for these records, so it is retained only as article-level context.",2026-07-06T12:12:50,v9_remaining860
653,10.1021/acs.jpcb.3c07283,protein.pI,"[{""protein"":""cytochrome c"",""value"":9.65,""raw_text"":""9.65 (9.6) for cytochrome c""},{""protein"":""insulin"",""value"":5.5,""raw_text"":""5.5 (5.3) for insulin""},{""protein"":""myoglobin"",""value"":7.15,""raw_text"":""7.15 (7.2) for myoglobin""}]",observed_fulltext,"we obtain the values 9.65 (9.6), 5.5 (5.3), and 7.15 (7.2) for the pI of cytochrome c, insulin, and myoglobin respectively",Molecular Model: Proteins,,0.95,field_completion_v9_property_rescue_patch,micro_nanogel,"protein.pI is not listed in the missing_focus for the provided records, so these directly reported values cannot be emitted as record patches.",2026-07-06T10:12:07,v9_remaining860
654,10.1021/acs.jpcb.3c07283,hydrogel.network_size,"{""value"":10054,""unit"":""segments"",""raw_text"":""this network contains 10,054 segments""}",observed_fulltext,"In total, this network contains 10,054 segments.",Molecular Model: The nanogel Network,,0.9,field_completion_v9_property_rescue_patch,micro_nanogel,network segment count is directly reported but is not an allowed target_path in the record missing_focus list.,2026-07-06T10:12:07,v9_remaining860
655,10.1021/acs.jpcb.3c07283,hydrogel.chain_length,"{""value"":25,""unit"":""segments"",""raw_text"":""25 segment-long cross-linked polymer chains""}",observed_fulltext,The nanogel network is composed of 25 segment-long cross-linked polymer chains.,Molecular Model: The nanogel Network,,0.9,field_completion_v9_property_rescue_patch,micro_nanogel,polymer chain length is directly reported but is not an allowed target_path in the record missing_focus list.,2026-07-06T10:12:07,v9_remaining860
656,10.1021/acs.jpcb.3c07283,hydrogel.functionalization_topologies,"[""randomly functionalized (RF)"",""core functionalized (CF)"",""surface functionalized (SF)""]",observed_fulltext,randomly functionalized (RF) structure... core functionalized (CF) structure... surface functionalized (SF) structure,Molecular Model: The nanogel Network,Figure 1,0.9,field_completion_v9_property_rescue_patch,micro_nanogel,functionalization topology is already embedded in record hydrogel names and not among the record missing target paths except broader missing fields.,2026-07-06T10:12:07,v9_remaining860
1730,10.1021/acs.jpcb.8b03774,hydrogel_properties.swelling_ratio,"{""F4"":{""value"":0.82,""raw_text"":""equilibrium degree of swelling | 0.82""},""F8"":{""value"":0.92,""raw_text"":""equilibrium degree of swelling | 0.92""}}",observed_fulltext,Table 6. Properties of the Simulated Polymer Gels: equilibrium degree of swelling | F4 0.82 | F8 0.92,Gel Properties,Table 6,0.93,field_completion_v9_property_rescue_patch,mip_imprinting,"Swelling ratio is directly reported by formulation, but hydrogel_properties.swelling_ratio is not listed in the missing_focus for the supplied records, so it cannot be emitted as a record patch.",2026-07-06T19:38:05,v9_remaining860
1731,10.1021/acs.jpcb.8b03774,hydrogel_properties.polymer_concentration_at_equilibrium,"{""F4"":{""value"":0.19,""unit"":""g/cm3"",""raw_text"":""polymer concentration at equilibrium [g/cm3] | 0.19""},""F8"":{""value"":0.15,""unit"":""g/cm3"",""raw_text"":""polymer concentration at equilibrium [g/cm3] | 0.15""}}",observed_fulltext,Table 6. Properties of the Simulated Polymer Gels: polymer concentration at equilibrium [g/cm3] | F4 0.19 | F8 0.15,Gel Properties,Table 6,0.9,field_completion_v9_property_rescue_patch,mip_imprinting,"The value is reported as a gel property by formulation, but there is no allowed missing_focus target path for polymer concentration at equilibrium.",2026-07-06T19:38:05,v9_remaining860
705,10.1021/acs.jpcc.6b05700,hydrogel.functional_groups,"""mannose sugar units""",observed_fulltext,Con A specifically binds to mannose sugar units (pink) in the mHNPs.,Figure caption,Figure 1,0.9,field_completion_v9_property_rescue_patch,micro_nanogel,"This field is not in the missing_focus list for the existing records, so it cannot be emitted as a record patch.",2026-07-06T10:26:27,v9_remaining860
725,10.1021/acs.langmuir.4c04351,hydrogel_properties.thickness,"{""pBMA"":""121 ± 10 nm"",""pSPe-1"":""131 ± 4 nm"",""p2-XL-SPe"":""119 ± 2 nm"",""p5-XL-SPe"":""122 ± 1 nm"",""p30-XL-SPe"":""108 ± 6 nm"",""p50-XL-SPe"":""102 ± 9 nm""}",observed_fulltext,thickness d [nm] ... pBMA 121 ± 10; pSPe-1 131 ± 4; p2-XL-SPe 119 ± 2; p5-XL-SPe 122 ± 1; p30-XL-SPe 108 ± 6; p50-XL-SPe 102 ± 9,Field relevant table,Table 1,0.98,field_completion_v9_property_rescue_patch,antifouling_surface,"Thickness is reported for the exact coating samples but hydrogel_properties.thickness is not listed in any record's missing_focus, so no record patch can be emitted.",2026-07-06T10:31:39,v9_remaining860
726,10.1021/acs.langmuir.4c04351,hydrogel_properties.contact_angle_deg,"{""pBMA"":""WCA 79 ± 2 deg; CBCA 84 ± 3 deg"",""pSPe-1"":""WCA 23 ± 6 deg; CBCA 22 ± 3 deg"",""p2-XL-SPe"":""WCA 21 ± 5 deg; CBCA 15 ± 1 deg"",""p5-XL-SPe"":""WCA 17 ± 1 deg; CBCA 19 ± 1 deg"",""p30-XL-SPe"":""WCA 34 ± 1 deg; CBCA 27 ± 1 deg"",""p50-XL-SPe"":""WCA 39 ± 4 deg; CBCA 26 ± 1 deg""}",observed_fulltext,their wettability in air (sessile WCA) and underwater (CBCA),Field relevant table,Table 1,0.98,field_completion_v9_property_rescue_patch,antifouling_surface,Contact angles are reported for exact coating samples but hydrogel_properties.contact_angle_deg is not listed in the records' missing_focus.,2026-07-06T10:31:39,v9_remaining860
1586,10.1021/acs.langmuir.4c04515,hydrogel.crosslinker_concentration,"""0.1 mol % photoinitiator relative to the cross-linker""",observed_fulltext,"A 0.1 mol % photoinitiator (relative to the cross-linker), lithium phenyl-2,4,6-trimethylbenzoylphosphinate (LAP)",2.3. Preparation of Hydrogel,,0.72,field_completion_v9_property_rescue_patch,antifouling_surface,"This is an initiator-to-cross-linker ratio, not the hydrogel.crosslinker_concentration field itself; it cannot be safely assigned as cross-linker concentration.",2026-07-06T16:07:26,v9_remaining860
1587,10.1021/acs.langmuir.4c04515,hydrogel_properties.porosity_pct,"""SEM showed porous-to-layered morphology changes with increasing solid content""",observed_fulltext,the hydrogels transition from a porous to layered structure with an increase in the solid content,3.3. Mechanical Properties of PCB Hydrogels,Figure 3,0.7,field_completion_v9_property_rescue_patch,antifouling_surface,"The article reports qualitative morphology, not porosity percentage values.",2026-07-06T16:07:26,v9_remaining860
1446,10.1021/acs.langmuir.5b03497,hydrogel.synthesis_method,"""one-step precipitation copolymerization""",observed_fulltext,It was synthesized in one step by precipitation copolymerization of NIPAM (85 mol %) with DMAPMA (10 mol %),Results and Discussion,,0.93,field_completion_v9_property_rescue_patch,enzyme_immobilization,"hydrogel.synthesis_method is not in the missing_focus list for the supplied records, so it cannot be emitted as a record patch.",2026-07-06T15:25:29,v9_remaining860
1447,10.1021/acs.langmuir.5b03497,hydrogel.crosslinker,"""N,N′-methylenebis(acrylamide) (MBA)""",observed_fulltext,"in the presence of 5% cross-linking agent N,N′-methylenebis(acrylamide) (MBA)",Results and Discussion,,0.94,field_completion_v9_property_rescue_patch,enzyme_immobilization,"hydrogel.crosslinker is not in the missing_focus list for the supplied records, so it cannot be emitted as a record patch.",2026-07-06T15:25:29,v9_remaining860
1448,10.1021/acs.langmuir.5b03497,hydrogel.monomer_ratios,"{""NIPAM"":""85 mol %"",""DMAPMA"":""10 mol %"",""MBA"":""5%""}",observed_fulltext,NIPAM (85 mol %) with DMAPMA (10 mol %) as a comonomer in the presence of 5% cross-linking agent,Results and Discussion,,0.92,field_completion_v9_property_rescue_patch,enzyme_immobilization,"hydrogel.monomer_ratios is not in the missing_focus list for the supplied records, so it cannot be emitted as a record patch.",2026-07-06T15:25:29,v9_remaining860
1476,10.1021/acs.langmuir.5b03597,hydrogel_properties.swelling_ratio,"""volume swelling percentage measured for TMA:CAA hydrogels under release conditions""",observed_fulltext,Volume swelling percentage of TMA:CAA hydrogels with a 4x cross-linker density in phosphate buffers with varying pH conditions.,Figure caption,fig5,0.62,field_completion_v9_property_rescue_patch,antifouling_surface,"The context confirms swelling data exist but does not provide extractable numeric values for the specific pH 7.4, 360 h ELISA hydrogel records.",2026-07-06T15:32:22,v9_remaining860
1477,10.1021/acs.langmuir.5b03597,hydrogel_properties.pore_size,"""smaller pore size distribution with increased cross-linker density""",observed_fulltext,leading to a smaller pore size distribution and thus slower release,3.1 Hydrogel Cross-Linker Density,,0.55,field_completion_v9_property_rescue_patch,antifouling_surface,"The article gives qualitative pore-size behavior only, without a numeric pore size assignable to any record.",2026-07-06T15:32:22,v9_remaining860
1905,10.1021/acs.langmuir.6b04434,hydrogel_properties.mesh_size,"""network parameters such as molecular weight between cross-links and cross-link density were estimated from Flory-Rehner theory""",observed_fulltext,network characteristics such as the molecular weight between cross-links (Mc) and the number of repeat units between two adjacent cross-linking points,3.4 Determination of Network Parameters,not specified,0.42,field_completion_v9_property_rescue_patch,antifouling_surface,The supplied context says model calculations are presented but does not provide explicit sample-level mesh-size values for the 7.5% and 10.0% records.,2026-07-06T20:18:25,v9_remaining860
1253,10.1021/acs.langmuir.7b00356,hydrogel radius,"{""value"":100,""unit"":""nm"",""raw_text"":""hydrogel radius Rh 100 nm""}",observed_fulltext,hydrogel radius | Rh | 100 nm,Table 1. Summary of the Values of the Variables in the Hydrogel-Electrolyte-Biomolecule System,Table 1,0.95,field_completion_v9_property_rescue_patch,general_batch_adsorption,The allowed missing-focus paths for these records do not include hydrogel_properties.particle_size or hydrogel radius.,2026-07-06T14:33:39,v9_remaining860
1254,10.1021/acs.langmuir.7b00356,protein radius,"{""value"":1.5,""unit"":""nm"",""raw_text"":""radius of the biomolecule Rb 1.5 nm""}",observed_fulltext,radius of the biomolecule | Rb | 1.5 nm,Table 1. Summary of the Values of the Variables in the Hydrogel-Electrolyte-Biomolecule System,Table 1,0.95,field_completion_v9_property_rescue_patch,general_batch_adsorption,"The allowed missing-focus paths do not include protein radius, and molecular weight cannot be inferred from radius.",2026-07-06T14:33:39,v9_remaining860
1255,10.1021/acs.langmuir.7b00356,experiment.salt_concentration,"[{""value"":10,""unit"":""mM"",""raw_text"":""csbulk = 10 mM""},{""value"":100,""unit"":""mM"",""raw_text"":""csbulk = 100 mM""}]",observed_fulltext,"we have focused on csbulk = 10 mM for the low-salt regime, whereas in the high-salt limit we have considered csbulk = 100 mM",Parameter Range,,0.9,field_completion_v9_property_rescue_patch,general_batch_adsorption,The records summarize state-diagram regimes rather than a single mapped salt condition; salt_concentration is also not listed in the supplied missing_focus rollup.,2026-07-06T14:33:39,v9_remaining860
1916,10.1021/acs.langmuir.7b02434,hydrogel_properties.water_content_pct,"{""min"":85,""max"":94,""unit"":""%"",""raw_text"":""For poly(ectoine) hydrogels with a cross-linker of 0.5 to 1.5 wt %, EWC decreases from 94 to 85%""}",observed_fulltext,"cross-linker of 0.5 to 1.5 wt %, EWC decreases from 94 to 85%",Hydration and Mechanical Properties,Figure 3a,0.9,field_completion_v9_property_rescue_patch,antifouling_surface,"The context gives only the range across the 0.5, 1, and 1.5 wt % hydrogel series; the exact 1 wt % value cannot be safely assigned, and water_content_pct is not in the missing_focus for the 0.5 and 1.5 wt % records.",2026-07-06T20:21:21,v9_remaining860
1917,10.1021/acs.langmuir.7b02434,hydrogel_properties.young_modulus,"{""min"":139,""max"":172,""unit"":""kPa"",""raw_text"":""the modulus increases from 139 to 172 kPa""}",observed_fulltext,the modulus increases from 139 to 172 kPa,Hydration and Mechanical Properties,Figure 3d,0.76,field_completion_v9_property_rescue_patch,antifouling_surface,"The article reports a compressive modulus range across the hydrogel series, but young_modulus is not an allowed missing_focus target for these records.",2026-07-06T20:21:21,v9_remaining860
170,10.1021/acs.langmuir.8b01599,hydrogel.preparation_temp_C,"{""value"":40,""unit"":""°C"",""raw_text"":""homogenized and cross-linked for 30 min at 40 °C""}",observed_fulltext,homogenized and cross-linked for 30 min at 40 °C,Formation and Properties of Microgels,Figure 5,0.7,field_completion_v9_property_rescue_patch,enzyme_immobilization,"The 40 °C condition is reported for particle-size/stability microgels, while enzyme-loading records include other cross-linking conditions, so it cannot be safely assigned to all records.",2026-07-06T07:40:55,v9_remaining860
171,10.1021/acs.langmuir.8b01599,hydrogel.preparation_temp_C,"{""value"":30,""unit"":""°C"",""raw_text"":""Cross-linking during 90 min at 30 °C for methods A and B""}",observed_fulltext,Cross-linking during 90 min at 30 °C for methods A and B,Encapsulation Yield for Different Encapsulation Methods,Table 4,0.8,field_completion_v9_property_rescue_patch,enzyme_immobilization,The footnote applies to methods A and B in Table 4 but the table layout distinguishes several loading methods; exact mapping to each existing record is partly ambiguous.,2026-07-06T07:40:55,v9_remaining860
172,10.1021/acs.langmuir.8b01599,hydrogel.preparation_temp_C,"{""value"":25,""unit"":""°C"",""raw_text"":""Cross-linking during 180 min at 25 °C""}",observed_fulltext,Cross-linking during 180 min at 25 °C,Encapsulation Yield for Different Encapsulation Methods,Table 4,0.8,field_completion_v9_property_rescue_patch,enzyme_immobilization,"The footnote reports a post-formation cross-linking condition, but exact assignment among method B2 and post-formation records is not fully resolvable from the supplied context.",2026-07-06T07:40:55,v9_remaining860
